,company,internship,location,start date,duration,stipend,posted on,apply by
241,SuprStart Ventures LLP,Meme Creation,Work From Home,Immediately,6 Months,4000 /month,10 Apr'20,8 May'20
242,Quantta Analytics,Web Development,Work From Home,Immediately,3 Months,6000 /month,10 Apr'20,8 May'20
243,Tirupati Office Solutions,Digital Marketing,Work From Home,Immediately,2 Months,8000-10000 /month,10 Apr'20,8 May'20
244,Tuutr.com,Front End Development (Vue.js),Work From Home,Immediately,2 Months,18000 /month,10 Apr'20,8 May'20
245,Credicxo Tech Private Limited,Graphic Design,Delhi,Immediately,2 Months,20000-25000 /month,10 Apr'20,8 May'20
246,Hiring Heads Consultancy,Business Development (Sales),Ahmedabad,Immediately,2 Months,7000-9000 /month,10 Apr'20,8 May'20
247,Alma Mater Biz Solutions PLC,Graphic Design,Work From Home,Immediately,4 Months,2000 /month,10 Apr'20,8 May'20
248,Pathfinder Enterprises Private Limited,Web Development,Work From Home,Immediately,2 Months,2000 /month,10 Apr'20,8 May'20
249,Carnival Films World,Web Development,Mumbai,Immediately,3 Months,3000 /month,10 Apr'20,8 May'20
250,Tuutr.com,Front End Development,Work From Home,Immediately,2 Months,15000 /month,10 Apr'20,8 May'20
251,Appsbee Technologies,Content Writing,Work From Home,Immediately,6 Months,6000-10000 /month,10 Apr'20,8 May'20
252,Alma Mater Biz Solutions PLC,UX/UI Design,Work From Home,Immediately,4 Months,2000 /month,10 Apr'20,8 May'20
253,Expertrons,Customer Relationship Management,Mumbai,Immediately,6 Months,1000 /month +  Incentives,10 Apr'20,8 May'20
254,Om Arham Social Welfare Foundation,Web Development,Work From Home,Immediately,2 Months,6000 /month,10 Apr'20,8 May'20
255,Eight Capital Management,Marketing (Finance),Mumbai,Immediately,6 Months,10000 /month,10 Apr'20,8 May'20
256,Quantta Analytics,Web Development,Kolkata,Immediately,3 Months,8000 /month,10 Apr'20,8 May'20
257,Nestor Analytics Private Limited,Content Development (Maths),Work From Home,Immediately,3 Months,10000-15000 /month,10 Apr'20,8 May'20
258,Acadecraft Private Limited,Subject Matter Expert (Mathematics),Indore,Immediately,6 Months,16000 /month,10 Apr'20,8 May'20
259,TEG Analytics,Business Development (Sales),Bangalore,Immediately,2 Months,10000 /month,10 Apr'20,8 May'20
260,Adstuck,Content Writing,Work From Home,Immediately,1 Month,2500 /month,10 Apr'20,8 May'20
261,Labh Group Of Companies,Business Research,Work From Home,Immediately,2 Months,10000-20000 /month,10 Apr'20,8 May'20
262,DrWheelz,Operations,Bangalore,Immediately,3 Months,5000-8000 /month,10 Apr'20,8 May'20
263,Labh Group Of Companies,Graphic Design,Work From Home,Immediately,2 Months,10000-20000 /month,10 Apr'20,8 May'20
264,The Sabha,Content Writing,Work From Home,Immediately,1 Month,Unpaid,10 Apr'20,8 May'20
265,Fortune Human Capital (P) Limited,Human Resources (HR),Work From Home,Immediately,6 Months,2500 /month +  Incentives,10 Apr'20,8 May'20
266,Pikkal & Company,Full Stack Development (Django),Work From Home,Immediately,3 Months,10000 /month,10 Apr'20,8 May'20
267,ImagineShots,Mobile App Development,Work From Home,Immediately,3 Months,3000 /month +  Incentives,10 Apr'20,8 May'20
268,Saino First Network Private Limited,Graphic Design,Work From Home,Immediately,2 Months,3000 /month,10 Apr'20,8 May'20
269,Alma Mater Biz Solutions PLC,Ayurveda Alternative Therapy,Work From Home,Immediately,3 Months,2000 /month,10 Apr'20,8 May'20
270,Logic Legends,Web Development,Work From Home,Immediately,3 Months,5000 /month +  Incentives,10 Apr'20,8 May'20
271,DrWheelz,Business Development (Sales),Bangalore,Immediately,3 Months,8000 /month,10 Apr'20,8 May'20
272,Hoopers Consulting (OPC) Private Limited,Full Stack Development,Chennai,Immediately,1 Month,3000 /month,10 Apr'20,8 May'20
273,Inkoop,Web Development,Bangalore,Immediately,6 Months,12000 /month,10 Apr'20,8 May'20
274,RetreatsForMe,Digital Marketing,Delhi,Immediately,6 Months,2000-7000 /month,10 Apr'20,8 May'20
275,Indian Influencer Network,Marketing,Work From Home,Immediately,2 Months,8000 /month,10 Apr'20,8 May'20
276,Spice Tech,Social Media Marketing,Work From Home,Immediately,2 Months,1000 /month,10 Apr'20,8 May'20
277,ZAM Holdings,3D Design,Work From Home,Immediately,1 Month,3000-5000 /month,10 Apr'20,8 May'20
278,EarnKaro,Marketing,Work From Home,Immediately,3 Months,4000 /month +  Incentives,10 Apr'20,8 May'20
279,Insurgics Health Solution,Digital Marketing,Delhi,Immediately,3 Months,5000 /month,10 Apr'20,8 May'20
280,Spice Tech,Business Development (Sales),Work From Home,Immediately,2 Months,1000 /month,10 Apr'20,8 May'20
281,Robo Shaastra,Content Writing,Work From Home,Immediately,6 Months,5000-7000 /month,10 Apr'20,8 May'20
282,Net Paisa,Business Development (Sales),Noida,Immediately,3 Months,2000 /month +  Incentives,10 Apr'20,8 May'20
283,Eventom India Limited,Social Media Marketing,Work From Home,Immediately,2 Months,4000 /month,10 Apr'20,8 May'20
284,Global AI Solutions,Content Writing,Pune,Immediately,3 Months,8000-10000 /month,10 Apr'20,8 May'20
285,Active Health Technologies,Digital Marketing,Work From Home,11 May - 10 Jun'20,6 Months,10000-15000 /month,10 Apr'20,8 May'20
286,NIFTM,Marketing(Export And Logistics),Ahmedabad,Immediately,2 Months,2000 /month,10 Apr'20,8 May'20
287,Orane Consulting Private Limited,Mobile App Development,Work From Home,Immediately,3 Months,6000 /month,10 Apr'20,8 May'20
288,Seals Retail World Private Limited,Kidswear Design (Clothing And Accesories),Mumbai,Immediately,3 Months,3000-8000 /month,10 Apr'20,8 May'20
289,Chemey Techsolutions LLP,Business Development (Sales),Ahmedabad,Immediately,6 Months,9500 /month,10 Apr'20,8 May'20
290,Buzo Media Services,Digital Marketing,Work From Home,Immediately,6 Months,2000-7000 /month,10 Apr'20,8 May'20
291,Madman Technologies,Search Engine Optimization (SEO),Work From Home,Immediately,5 Months,3500-4000 /month,10 Apr'20,8 May'20
292,Keywordsfly Technology Private Limited,Content Writing,Work From Home,Immediately,3 Months,4500 lump-Sum,10 Apr'20,8 May'20
293,Chemey Techsolutions LLP,Social Media Marketing,Work From Home,Immediately,2 Months,5000 /month,10 Apr'20,19 May'20
294,Metapercept Technology Services,Marketing,Pune,Immediately,3 Months,5000 /month,10 Apr'20,8 May'20
295,3S Coaching Institute,Video Making/Editing,Work From Home,Immediately,2 Months,2000 /month,10 Apr'20,8 May'20
296,Majdoor Mera Naam,Content Writing,Work From Home,Immediately,4 Weeks,2500 /month,10 Apr'20,8 May'20
297,Majdoor Mera Naam,Marketing,Work From Home,Immediately,4 Weeks,2500 lump-Sum,10 Apr'20,8 May'20
298,Needyin,Web Development,Work From Home,Immediately,3 Months,2000-5000 /month,10 Apr'20,8 May'20
299,Unified Harvest Pvt Ltd,Marketing,Work From Home,Immediately,1 Month,8000 /month,10 Apr'20,19 May'20
300,Unified Harvest Pvt Ltd,Business Development (Sales),Work From Home,Immediately,2 Months,8000 /month,10 Apr'20,8 May'20
301,The Shaadi Times,Mobile App Development,Work From Home,Immediately,1 Month,1000 /month,10 Apr'20,8 May'20
302,Opulence Business Solutions Private Limited,Business Development (Sales),Work From Home,Immediately,2 Months,1000 /month +  Incentives,10 Apr'20,8 May'20
303,Opulence Business Solutions Private Limited,Finance (Investment Banking & Fund Management),Work From Home,Immediately,3 Months,1000 /month +  Incentives,10 Apr'20,8 May'20
304,Darven Robotics,Mobile App Development,Work From Home,Immediately,3 Months,3000 /month,10 Apr'20,8 May'20
305,Vaishvik,Graphic Design,Work From Home,Immediately,1 Month,1500 /month,10 Apr'20,8 May'20
306,Couch Fashion,Graphic Design,Work From Home,Immediately,2 Months,5000-6000 /month,10 Apr'20,8 May'20
307,Brandyse Media LLP,Business Development (Marketing),Work From Home,Immediately,6 Weeks,250 /week +  Incentives,10 Apr'20,8 May'20
308,Phionike Solutions,Graphic Design,Work From Home,Immediately,3 Months,5000-7000 /month,10 Apr'20,8 May'20
309,iTalent India Management Consultants Private Limited,Business Development (Sales),Work From Home,Immediately,6 Months,5000 /month,10 Apr'20,8 May'20
310,Reach Technologies,Business Development (Sales),Work From Home,Immediately,6 Months,5000 /month +  Incentives,10 Apr'20,8 May'20
311,Crowdpouch UG,Web Development,Work From Home,Immediately,6 Months,5000 /month,10 Apr'20,8 May'20
312,Pratiroop Mudran,Marketing,Work From Home,Immediately,3 Months,3000-8000 /month,10 Apr'20,8 May'20
313,Paralok Information Security Private Limited,Cyber Security,Hyderabad,Immediately,3 Months,10000 /month,10 Apr'20,8 May'20
314,The Stories Of Change,Content Writing,Work From Home,Immediately,1 Month,3000 /month,10 Apr'20,8 May'20
315,Alma Mater Biz Solutions PLC,Interior Design,Work From Home,Immediately,3 Months,2000 /month,10 Apr'20,8 May'20
316,Creator's Gurukul,Graphic Design,Work From Home,Immediately,2 Months,3000-5000 /month,10 Apr'20,8 May'20
317,Creator's Gurukul,Digital Marketing,Work From Home,Immediately,2 Months,3000-5000 /month,10 Apr'20,8 May'20
318,Creator's Gurukul,Operations,Work From Home,Immediately,3 Months,5000 /month,10 Apr'20,8 May'20
319,Naturaldays Wellness,Digital Marketing,Work From Home,Immediately,1 Month,1500 /month,10 Apr'20,8 May'20
320,Radiant Tech Solutions,Content Writing/Editing,Work From Home,Immediately,3 Months,3000-7000 /month,10 Apr'20,8 May'20
321,ClassofUs,Content Writing,Work From Home,Immediately,2 Months,7500 /month +  Incentives,10 Apr'20,8 May'20
322,Paralok Information Security Private Limited,Software Development,Work From Home,Immediately,3 Months,4000 /month,10 Apr'20,8 May'20
323,OMO BIKES,Business Development (Sales),Work From Home,Immediately,3 Months,8000 /month,10 Apr'20,8 May'20
324,WedMeGood,Marketing,Gurgaon,Immediately,2 Months,7000 /month,10 Apr'20,8 May'20
325,Idea Usher,Digital Marketing,Mohali,Immediately,3 Months,10000-15000 /month,10 Apr'20,8 May'20
326,Unschooling Private Limited,Content Development (Biology),Work From Home,Immediately,2 Months,10000 lump-Sum,10 Apr'20,8 May'20
327,Mobishaala,Business Development (Sales),Delhi,Immediately,2 Months,5000-10000 /month,10 Apr'20,8 May'20
328,Thewarmtoast,Content Writing,Work From Home,Immediately,1 Month,3000 /month,10 Apr'20,8 May'20
329,SELLINALL,Product Catalog Development,Nellore,Immediately,3 Months,10000 /month,10 Apr'20,8 May'20
330,Onlineglobalmarketing,Web Development,Delhi,Immediately,2 Months,6000 /month,10 Apr'20,8 May'20
331,Mobishaala,Social Media Marketing,Delhi,Immediately,2 Months,5000-10000 /month,10 Apr'20,8 May'20
332,Five Elements International,Marketing,Work From Home,Immediately,1 Month,10000 /month +  Incentives,10 Apr'20,8 May'20
333,Imaginate,Game (Unity3D) Development,Work From Home,Immediately,3 Months,2500 /month,10 Apr'20,8 May'20
334,Pathfold,Mobile App Development,Work From Home,Immediately,3 Months,8000 /month,10 Apr'20,8 May'20
335,Diamond Insights,Graphic Design,Work From Home,Immediately,2 Months,8000-10000 /month,10 Apr'20,8 May'20
336,DilliDukan,Inventory Management,Delhi,Immediately,2 Months,5000 /month,10 Apr'20,8 May'20
337,Delta School,Business Development (Sales),Work From Home,Immediately,6 Months,5000-10000 /month,10 Apr'20,8 May'20
338,Dynamic Living,Social Media Marketing,Work From Home,Immediately,6 Months,4000 /month,10 Apr'20,8 May'20
339,Alakesh Haloi,Content Writing,Work From Home,Immediately,2 Months,4000 /month,10 Apr'20,8 May'20
340,WhizJuniors,Social Media Marketing,Work From Home,Immediately,2 Months,3000 /month,10 Apr'20,8 May'20
341,Auto & Const. Equip. Corp.,Graphic Design,Work From Home,Immediately,2 Months,8000 /month,10 Apr'20,8 May'20
342,Fortune Human Capital (P) Limited,Business Development (Sales),Work From Home,Immediately,6 Months,2500 /month +  Incentives,10 Apr'20,8 May'20
343,Mobishaala,Counselling,Delhi,Immediately,3 Months,10000-15000 /month,10 Apr'20,8 May'20
344,Travelyara Holidays,Social Media Marketing,Work From Home,Immediately,2 Months,1500 /month,10 Apr'20,8 May'20
345,Go2andaman,Content Writing,Work From Home,Immediately,1 Month,3000-5000 /month,10 Apr'20,8 May'20
346,Moretasks Business Solution Limited,Social Media Marketing,Gurgaon,Immediately,6 Months,10000-20000 /month,10 Apr'20,8 May'20
347,Grow Online,Content Writing,Work From Home,Immediately,3 Months,2000 /month +  Incentives,10 Apr'20,8 May'20
348,Grow Online,Graphic Design,Work From Home,Immediately,3 Months,2000 /month +  Incentives,10 Apr'20,8 May'20
349,Jothishi,Business Development (Sales),Work From Home,Immediately,2 Months,5000 /month,10 Apr'20,8 May'20
350,ITCD,Business Development (Sales),Work From Home,Immediately,1 Month,10000 lump-Sum,10 Apr'20,8 May'20
351,PsychOnline,Mobile App Development,Work From Home,Immediately,2 Months,7000-8000 /month,10 Apr'20,8 May'20
352,PsychOnline,Web Development,Work From Home,Immediately,2 Months,7000-8000 /month,10 Apr'20,8 May'20
353,3Dexter Education Private Limited,Product Development,Delhi,Immediately,2 Months,3000-5000 /month,10 Apr'20,8 May'20
354,JCCMSS,Business Development (Sales),Bhubaneswar,Immediately,2 Months,5000-10000 /month,10 Apr'20,8 May'20
355,Estandardz,Content Writing,Work From Home,Immediately,3 Months,4000-6000 /month,10 Apr'20,8 May'20
356,SecureITLab,Web Development,Work From Home,Immediately,6 Months,5000-10000 /month,10 Apr'20,8 May'20
357,OyeLabs,Business Development (Sales),Work From Home,Immediately,4 Months,5000 /month +  Incentives,10 Apr'20,8 May'20
358,WeddingGaadi,Business Development (Sales),Chennai,Immediately,6 Months,10000 /month +  Incentives,10 Apr'20,8 May'20
359,Estandardz,Social Media Marketing,Work From Home,Immediately,3 Months,4000-6000 /month,10 Apr'20,8 May'20
360,SixtyFour Data Intelligence LLP,Web Development,Work From Home,Immediately,2 Months,7000-12000 /month,10 Apr'20,8 May'20
361,Tiny Elephant Enterprises,Business Development (Sales),Work From Home,Immediately,3 Months,5000-7000 /month,10 Apr'20,8 May'20
362,ThinkMerit,Question Solving (JEE Advanced),Work From Home,Immediately,1 Month,1000 /month +  Incentives,10 Apr'20,8 May'20
363,Microtec Educational Services,Campus Ambassador,Work From Home,Immediately,4 Months,Performance Based,10 Apr'20,8 May'20
364,Amit Engineering,Mobile App Development,Pune,Immediately,3 Months,5000 /month,10 Apr'20,8 May'20
365,IEPS Education Private Limited,Business Development (Sales),Work From Home,Immediately,2 Months,5000 /month +  Incentives,10 Apr'20,8 May'20
366,Sciencenews18,Content Writing,Work From Home,Immediately,6 Months,4500 /month,10 Apr'20,8 May'20
367,Street Music,Campus Ambassador,Work From Home,Immediately,1 Month,Performance Based,10 Apr'20,8 May'20
368,Womaniya,Data Analytics,Work From Home,Immediately,2 Months,5000 /month,10 Apr'20,8 May'20
369,Fox Media Hub,Content Writing,Ludhiana,Immediately,6 Months,7000 /month,10 Apr'20,8 May'20
370,FitnyTech,Mobile App Development,Work From Home,Immediately,3 Months,6000 /month,10 Apr'20,8 May'20
371,BetterLives Ventures,Social Media Marketing,Gurgaon,Immediately,6 Months,10000-20000 /month,10 Apr'20,8 May'20
372,BigClout Media LLP,Campus Ambassador,Work From Home,Immediately,1 Month,Performance Based,10 Apr'20,8 May'20
373,Go Gaga,Campus Ambassador,,Immediately,2 Months,Performance Based,10 Apr'20,8 May'20
374,Chaitanya Allidona,Social Media Marketing,Work From Home,Immediately,3 Months,5000 /month +  Incentives,10 Apr'20,8 May'20
375,Prayasta,Electronics Engineering (Hardware),Balewadi,Immediately,6 Months,5000 /month,10 Apr'20,8 May'20
376,Nimai Management Consultants,Business Development (Sales),Dubai (United Arab Emirates),Immediately,3 Months,AED 1000 /month,10 Apr'20,8 May'20
377,SciComm,Campus Ambassador,Work From Home,Immediately,4 Months,Performance Based,10 Apr'20,8 May'20
378,TechQuila,Content Writing,Work From Home,Immediately,2 Months,1000 /month,10 Apr'20,8 May'20
379,RetreatsForMe,Social Media Marketing,Delhi,Immediately,6 Months,3000-7000 /month,10 Apr'20,8 May'20
380,ZAM Holdings,Front End Development,Work From Home,Immediately,1 Month,2000-5000 /month,10 Apr'20,8 May'20
381,Vaultedge Software Private Limited,Data Annotation,Work From Home,Immediately,3 Months,10000 /month,10 Apr'20,8 May'20
382,ZAM Holdings,Graphic Design,Work From Home,Immediately,1 Month,2000-4000 /month,10 Apr'20,8 May'20
383,Marketing Research & Information Group,Telecalling,Meerut,Immediately,3 Months,4000 /month,10 Apr'20,8 May'20
384,PNJ HUB,Video Making/Editing,Work From Home,Immediately,3 Months,1000 /month,10 Apr'20,8 May'20
385,Express Stores,Business Development (Sales),Work From Home,Immediately,2 Months,10000 /month,10 Apr'20,8 May'20
386,Mohit Baid HUF,Mobile App Development,Work From Home,Immediately,1 Month,3000 lump-Sum,10 Apr'20,8 May'20
387,UpTricks Services,PHP Development,Work From Home,Immediately,2 Months,5000 /month,10 Apr'20,8 May'20
388,Canopy Essence Group,Pitch Deck Research (MBA Finance/CA),Work From Home,Immediately,1 Month,3000 lump-Sum,10 Apr'20,8 May'20
389,Adroit Alliance,Web Development,Mumbai,Immediately,1 Month,10000-15000 /month,10 Apr'20,8 May'20
390,Allwyn Bikes Private Limited,Artificial Intelligence (AI),Work From Home,Immediately,1 Month,5000-7000 /month,10 Apr'20,8 May'20
391,PNJ HUB,Chartered Accountancy (CA),Work From Home,Immediately,3 Months,1000 /month,10 Apr'20,8 May'20
392,PNJ HUB,Company Secretary (CS),Work From Home,Immediately,3 Months,1000 /month,10 Apr'20,8 May'20
393,PNJ HUB,Game Development,Work From Home,Immediately,3 Months,1000 /month,10 Apr'20,8 May'20
394,Mom's Belief,Research (Mental Health),Work From Home,Immediately,2 Months,2000 lump-Sum,10 Apr'20,8 May'20
395,Moretasks Business Solution Limited,Content Writing,Work From Home,Immediately,6 Months,10000-12000 /month,10 Apr'20,8 May'20
396,Axiom Market Research & Consulting,Content Writing,Work From Home,Immediately,2 Months,1500-3000 /month,10 Apr'20,8 May'20
397,Wowpinch Marketing Private Limited,Blogging,Work From Home,Immediately,1 Month,5000 /month,10 Apr'20,8 May'20
398,Rigbot India,Business Development (Sales),Bangalore,Immediately,3 Months,8000 /month,10 Apr'20,8 May'20
399,Krishna Translations,Personal Assistant,Chandigarh,Immediately,6 Months,7000-14000 /month,10 Apr'20,8 May'20
400,DARWYN,Business Development (Sales),Work From Home,Immediately,3 Months,8000-15000 /month,10 Apr'20,8 May'20
401,Creatosaurus,Social Media Marketing,Work From Home,Immediately,3 Months,3000-8000 /month,10 Apr'20,8 May'20
402,Anchor CSR,Web Research,Work From Home,Immediately,1 Month,2000 /month,10 Apr'20,8 May'20
403,Busigence Technologies,Research & Case Studies - Data Science & AI,Work From Home,Immediately,3 Months,6000 /month +  Incentives,10 Apr'20,8 May'20
404,Creatorshala,Social Media Marketing,Work From Home,Immediately,4 Months,5000 /month,10 Apr'20,8 May'20
