,Name,Type,Score,Score Rank,Popularity Rank,Air Date,Studio,Num. of episodes,Genres,Theme(s),Demographic
141,Wu Liuqi Zhi Xuanwu Guo Pian,ONA,8.44,142,3295,"Jan 21, 2021 to May 5, 2021",['None'],10,"['Action', 'Adventure', 'Comedy', 'Drama', 'Mystery']","['Martial Arts', 'Super Power']",None
142,Gintama: Yorinuki Gintama-san on Theater 2D,Movie,8.44,143,3012,"Aug 26, 2012",['Sunrise'],2,"['Action', 'Comedy', 'Sci-Fi']","['Gag Humor', 'Historical', 'Parody', 'Samurai']",Shounen
143,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,TV,8.44,144,133,"Jan 10, 2015 to Jun 20, 2015",['David Production'],24,"['Action', 'Adventure', 'Drama', 'Supernatural']",['None'],Shounen
144,Grand Blue,TV,8.43,145,256,"Jul 14, 2018 to Sep 29, 2018",['Zero-G'],12,"['Comedy', 'Slice of Life']",['None'],Seinen
145,JoJo no Kimyou na Bouken Part 6: Stone Ocean,ONA,8.43,146,584,"Dec 1, 2021",['David Production'],12,"['Action', 'Adventure']",['None'],Shounen
146,Kono Oto Tomare! 2nd Season,TV,8.43,147,1364,"Oct 6, 2019 to Dec 29, 2019",['Platinum Vision'],13,"['Drama', 'Romance']","['Music', 'Performing Arts', 'School']",Shounen
147,Koukaku Kidoutai: Stand Alone Complex,TV,8.43,148,502,"Oct 1, 2002 to Oct 1, 2003",['Production I.G'],26,"['Action', 'Sci-Fi']","['Adult Cast', 'Detective', 'Mecha', 'Military']",Seinen
148,Mononoke,TV,8.43,149,709,"Jul 13, 2007 to Sep 28, 2007",['Toei Animation'],12,"['Fantasy', 'Horror', 'Mystery', 'Supernatural']","['Adult Cast', 'Historical', 'Mythology', 'Psychological']",Seinen
149,Saiki Kusuo no Ψ-nan,TV,8.43,150,140,"Jul 4, 2016 to Dec 26, 2016","['J.C.Staff', '            Egg Firm']",120,"['Comedy', 'Slice of Life', 'Supernatural']","['Gag Humor', 'School']",Shounen
150,Major S5,TV,8.42,151,2268,"Jan 10, 2009 to Jun 27, 2009",['SynergySP'],25,"['Comedy', 'Drama', 'Romance', 'Sports']",['Team Sports'],Shounen
151,Yoru Ni Kakeru,Music,8.42,152,5163,"Nov 16, 2019",['None'],1,['None'],['Music'],None
152,Natsume Yuujinchou Movie: Utsusemi ni Musubu,Movie,8.41,153,2392,"Sep 29, 2018",['Shuka'],1,"['Drama', 'Slice of Life', 'Supernatural']","['Iyashikei', 'Mythology']",Shoujo
153,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,Movie,8.41,154,525,"Feb 24, 2018",['P.A. Works'],1,"['Drama', 'Fantasy']",['None'],None
154,Shingeki no Kyojin: Kuinaki Sentaku,OVA,8.41,155,407,"Dec 9, 2014 to Apr 9, 2015",['Wit Studio'],2,['Action'],['None'],Shoujo
155,Sono Bisque Doll wa Koi wo Suru,TV,8.41,156,265,"Jan 9, 2022 to Mar 27, 2022",['CloverWorks'],12,"['Romance', 'Slice of Life']","['Otaku Culture', 'School']",Seinen
156,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,Movie,8.41,157,574,"Sep 6, 2019",['Kyoto Animation'],1,"['Drama', 'Fantasy', 'Slice of Life']",['None'],None
157,Kara no Kyoukai 7: Satsujin Kousatsu (Go),Movie,8.41,158,1013,"Aug 8, 2009",['ufotable'],1,"['Action', 'Mystery', 'Romance', 'Supernatural', 'Suspense']",['None'],None
158,Kaze ga Tsuyoku Fuiteiru,TV,8.41,159,757,"Oct 3, 2018 to Mar 27, 2019",['Production I.G'],23,"['Drama', 'Sports']",['None'],None
159,3-gatsu no Lion,TV,8.40,160,275,"Oct 8, 2016 to Mar 18, 2017",['Shaft'],22,"['Drama', 'Slice of Life']","['Childcare', 'Iyashikei', 'Strategy Game']",Seinen
160,Chihayafuru 2,TV,8.40,161,912,"Jan 12, 2013 to Jun 29, 2013",['Madhouse'],25,"['Drama', 'Slice of Life', 'Sports']","['Love Polygon', 'School', 'Strategy Game']",Josei
161,Cross Game,TV,8.40,162,1551,"Apr 5, 2009 to Mar 28, 2010",['SynergySP'],50,"['Drama', 'Romance', 'Sports']","['School', 'Team Sports']",Shounen
162,Gintama°: Aizome Kaori-hen,OVA,8.40,163,2088,"Aug 4, 2016 to Nov 4, 2016",['Bandai Namco Pictures'],2,['Comedy'],"['Gag Humor', 'Parody']",None
163,Houseki no Kuni (TV),TV,8.40,164,474,"Oct 7, 2017 to Dec 23, 2017",['Orange'],12,"['Action', 'Drama', 'Fantasy', 'Mystery']",['Anthropomorphic'],Seinen
164,Hunter x Hunter,TV,8.40,165,342,"Oct 16, 1999 to Mar 31, 2001",['Nippon Animation'],62,"['Action', 'Adventure', 'Fantasy']",['None'],Shounen
165,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,TV,8.40,166,64,"Jan 12, 2019 to Mar 30, 2019",['A-1 Pictures'],12,['Comedy'],"['Psychological', 'Romantic Subtext', 'School']",Seinen
166,Natsume Yuujinchou Roku Specials,Special,8.40,167,2978,"Sep 27, 2017 to Oct 25, 2017",['Shuka'],2,"['Drama', 'Slice of Life', 'Supernatural']","['Iyashikei', 'Mythology']",Shoujo
167,Non Non Biyori Nonstop,TV,8.40,168,1728,"Jan 11, 2021 to Mar 29, 2021",['SILVER LINK.'],12,"['Comedy', 'Slice of Life']","['CGDCT', 'Iyashikei']",Seinen
168,Tensei shitara Slime Datta Ken 2nd Season,TV,8.40,169,214,"Jan 12, 2021 to Mar 30, 2021",['8bit'],12,"['Action', 'Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Mythology', 'Reincarnation']",None
169,Tian Guan Ci Fu,ONA,8.39,170,1841,"Oct 31, 2020 to Jan 2, 2021",['Haoliners Animation League'],11,"['Action', 'Adventure', 'Drama', 'Supernatural']",['Historical'],None
170,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,TV,8.39,171,279,"Jul 10, 2020 to Sep 25, 2020",['feel.'],12,"['Comedy', 'Drama', 'Romance', 'Slice of Life']","['Love Polygon', 'School']",None
171,Barakamon,TV,8.39,172,278,"Jul 6, 2014 to Sep 28, 2014",['Kinema Citrus'],12,"['Comedy', 'Slice of Life']","['Childcare', 'Iyashikei', 'Visual Arts']",None
172,Fumetsu no Anata e,TV,8.39,173,234,"Apr 12, 2021 to Aug 30, 2021","[""Brain's Base""]",20,"['Adventure', 'Drama', 'Supernatural']",['None'],Shounen
173,Kobayashi-san Chi no Maid Dragon S,TV,8.39,174,413,"Jul 8, 2021 to Sep 23, 2021",['Kyoto Animation'],12,"['Comedy', 'Fantasy', 'Slice of Life']",['None'],None
174,Kotarou wa Hitorigurashi,ONA,8.39,175,2456,"Mar 10, 2022",['LIDENFILMS'],10,"['Comedy', 'Slice of Life']",['Childcare'],Seinen
175,Baccano!,TV,8.38,176,160,"Jul 27, 2007 to Nov 2, 2007","[""Brain's Base""]",13,"['Action', 'Comedy', 'Mystery', 'Supernatural']","['Historical', 'Organized Crime']",None
176,Cowboy Bebop: Tengoku no Tobira,Movie,8.38,177,564,"Sep 1, 2001",['Bones'],1,"['Action', 'Sci-Fi']","['Adult Cast', 'Space']",None
177,Holo no Graffiti,ONA,8.38,178,2780,"May 5, 2019 to ?",['Hololive Production'],0,['Comedy'],['None'],None
178,Kamisama Hajimemashita: Kako-hen,OVA,8.38,179,1305,"Aug 20, 2015 to Aug 19, 2016",['TMS Entertainment'],4,"['Comedy', 'Fantasy', 'Romance', 'Supernatural']",['Mythology'],Shoujo
179,Kimetsu no Yaiba: Mugen Ressha-hen,TV,8.38,180,455,"Oct 10, 2021 to Nov 28, 2021",['ufotable'],7,"['Action', 'Fantasy']",['Historical'],Shounen
180,Kizumonogatari I: Tekketsu-hen,Movie,8.38,181,384,"Jan 8, 2016",['Shaft'],1,['None'],['Vampire'],None
181,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,Movie,8.38,182,1031,"Oct 13, 2012",['Shaft'],1,"['Drama', 'Suspense']","['Mahou Shoujo', 'Psychological']",None
182,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,TV,8.38,183,131,"Jul 8, 2020 to Sep 30, 2020",['White Fox'],13,"['Drama', 'Fantasy', 'Suspense']","['Isekai', 'Psychological', 'Time Travel']",None
183,Usagi Drop,TV,8.38,184,399,"Jul 8, 2011 to Sep 16, 2011",['Production I.G'],11,['Slice of Life'],"['Childcare', 'Iyashikei']",Josei
184,Mushoku Tensei: Isekai Ittara Honki Dasu,TV,8.37,185,135,"Jan 11, 2021 to Mar 22, 2021",['Studio Bind'],11,"['Drama', 'Fantasy', 'Ecchi']","['Isekai', 'Reincarnation']",None
185,Kaze no Tani no Nausicaä,Movie,8.37,186,575,"Mar 11, 1984",['Topcraft'],1,"['Adventure', 'Fantasy']",['None'],None
186,Bakuman. 2nd Season,TV,8.36,187,576,"Oct 1, 2011 to Mar 24, 2012",['J.C.Staff'],25,"['Comedy', 'Drama', 'Romance']",['Otaku Culture'],Shounen
187,Haikyuu!! To the Top,TV,8.36,188,186,"Jan 11, 2020 to Apr 4, 2020",['Production I.G'],13,['Sports'],"['School', 'Team Sports']",Shounen
188,Hellsing Ultimate,OVA,8.36,189,165,"Feb 10, 2006 to Dec 26, 2012","['Madhouse', '            Satelight', '            Graphinica']",10,"['Action', 'Horror', 'Supernatural']","['Adult Cast', 'Gore', 'Military', 'Vampire']",Seinen
189,Kingdom 2nd Season,TV,8.36,190,1732,"Jun 8, 2013 to Mar 2, 2014",['Studio Pierrot'],39,['Action'],"['Historical', 'Military']",Seinen
190,Mahou Shoujo Madoka★Magica,TV,8.36,191,90,"Jan 7, 2011 to Apr 22, 2011",['Shaft'],12,"['Drama', 'Suspense']","['Mahou Shoujo', 'Psychological']",None
191,Doupo Cangqiong: San Nian Zhi Yue,ONA,8.35,192,8479,"Oct 31, 2021 to Jan 16, 2022",['Motion Magic'],13,"['Action', 'Fantasy']",['Martial Arts'],None
192,Gintama: Shiroyasha Koutan,Special,8.35,193,2320,"Sep 21, 2008",['Sunrise'],1,"['Action', 'Comedy', 'Sci-Fi']","['Historical', 'Parody']",None
193,Given,TV,8.35,194,387,"Jul 12, 2019 to Sep 20, 2019",['Lerche'],11,"['Boys Love', 'Drama', 'Romance', 'Slice of Life']",['Music'],None
194,Gotcha!,Music,8.35,195,3809,"Sep 29, 2020",['Bones'],1,['Fantasy'],['Music'],None
195,Kiseijuu: Sei no Kakuritsu,TV,8.35,196,41,"Oct 9, 2014 to Mar 26, 2015",['Madhouse'],24,"['Action', 'Horror', 'Sci-Fi']","['Gore', 'Psychological']",Seinen
196,Made in Abyss Movie 2: Hourou Suru Tasogare,Movie,8.35,197,1832,"Jan 18, 2019",['Kinema Citrus'],1,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",['None'],None
197,Paripi Koumei,TV,8.35,198,2074,"Apr 5, 2022 to ?",['P.A. Works'],12,['None'],"['Music', 'Reincarnation']",None
198,Psycho-Pass,TV,8.35,199,55,"Oct 12, 2012 to Mar 22, 2013",['Production I.G'],22,"['Action', 'Sci-Fi', 'Suspense']","['Adult Cast', 'Detective', 'Psychological']",None
199,Major S6,TV,8.34,200,2450,"Apr 3, 2010 to Sep 25, 2010",['SynergySP'],25,"['Comedy', 'Drama', 'Sports']",['Team Sports'],Shounen
200,Natsume Yuujinchou: Itsuka Yuki no Hi ni,OVA,8.34,201,2117,"Feb 1, 2014","[""Brain's Base""]",1,"['Drama', 'Slice of Life', 'Supernatural']","['Iyashikei', 'Mythology']",Shoujo
201,Neon Genesis Evangelion,TV,8.34,202,50,"Oct 4, 1995 to Mar 27, 1996","['Gainax', '            Tatsunoko Production']",26,"['Action', 'Avant Garde', 'Drama', 'Sci-Fi']","['Mecha', 'Psychological']",None
202,One Outs,TV,8.34,203,913,"Oct 8, 2008 to Apr 1, 2009",['Madhouse'],25,['Sports'],"['Adult Cast', 'Psychological', 'Team Sports']",Seinen
203,Uchuu Senkan Yamato 2199,OVA,8.34,204,1671,"May 25, 2012 to Oct 25, 2013","['Xebec', '            AIC']",26,"['Action', 'Drama', 'Sci-Fi']","['Adult Cast', 'Military', 'Space']",None
204,Versailles no Bara,TV,8.34,205,1963,"Oct 10, 1979 to Sep 3, 1980",['Tokyo Movie Shinsha'],40,"['Drama', 'Romance']","['Historical', 'Military']",Shoujo
205,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,TV,8.34,206,56,"Apr 15, 2011 to Jun 24, 2011",['A-1 Pictures'],11,"['Drama', 'Slice of Life', 'Supernatural']",['None'],None
206,Bakemonogatari,TV,8.34,207,79,"Jul 3, 2009 to Jun 25, 2010",['Shaft'],15,"['Mystery', 'Romance', 'Supernatural']",['Vampire'],None
207,Fruits Basket: Prelude,Movie,8.34,208,2714,"Feb 18, 2022",['TMS Entertainment'],1,"['Drama', 'Romance', 'Slice of Life']",['None'],Shoujo
208,K-On! Movie,Movie,8.34,209,658,"Dec 3, 2011",['Kyoto Animation'],1,"['Comedy', 'Slice of Life']","['CGDCT', 'Music']",None
209,Katanagatari,TV,8.33,210,346,"Jan 26, 2010 to Dec 11, 2010",['White Fox'],12,"['Action', 'Adventure', 'Romance']","['Historical', 'Martial Arts']",None
210,Kemono no Souja Erin,TV,8.33,211,2026,"Jan 10, 2009 to Dec 26, 2009","['Production I.G', '            Trans Arts']",50,"['Drama', 'Fantasy', 'Slice of Life']",['None'],None
211,Mobile Suit Gundam: The Origin,OVA,8.33,212,2325,"Feb 28, 2015 to May 5, 2018",['Sunrise'],6,"['Action', 'Sci-Fi']","['Mecha', 'Military', 'Space']",Shounen
212,Ookami to Koushinryou II,TV,8.33,213,401,"Jul 9, 2009 to Sep 24, 2009","[""Brain's Base"", '            Marvy Jack']",12,"['Adventure', 'Fantasy', 'Romance']","['Adult Cast', 'Historical']",None
213,Romeo no Aoi Sora,TV,8.33,214,2802,"Jan 15, 1995 to Dec 17, 1995",['Nippon Animation'],33,"['Adventure', 'Drama', 'Slice of Life']",['Historical'],None
214,Natsume Yuujinchou,TV,8.32,215,370,"Jul 8, 2008 to Sep 30, 2008","[""Brain's Base""]",13,"['Drama', 'Slice of Life', 'Supernatural']","['Iyashikei', 'Mythology']",Shoujo
215,Natsume Yuujinchou Go Specials,Special,8.32,216,2987,"Mar 30, 2017 to Apr 26, 2017",['Shuka'],2,"['Drama', 'Slice of Life', 'Supernatural']","['Iyashikei', 'Mythology']",Shoujo
216,NHK ni Youkoso!,TV,8.32,217,243,"Jul 10, 2006 to Dec 18, 2006",['Gonzo'],24,"['Comedy', 'Drama', 'Romance']","['Otaku Culture', 'Psychological']",None
217,Sakamichi no Apollon,TV,8.32,218,543,"Apr 13, 2012 to Jun 29, 2012","['Tezuka Productions', '            MAPPA']",12,"['Drama', 'Romance']","['Love Polygon', 'Music', 'School']",Josei
218,Tenki no Ko,Movie,8.32,219,172,"Jul 19, 2019",['CoMix Wave Films'],1,"['Drama', 'Fantasy', 'Romance', 'Slice of Life']",['None'],None
219,"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",Special,8.32,220,721,"Jul 4, 2018",['Kyoto Animation'],1,"['Drama', 'Fantasy', 'Slice of Life']",['None'],None
220,World Trigger 3rd Season,TV,8.32,221,2035,"Oct 10, 2021 to Jan 23, 2022",['Toei Animation'],14,"['Action', 'Sci-Fi', 'Supernatural']",['School'],Shounen
221,Boku dake ga Inai Machi,TV,8.32,222,31,"Jan 8, 2016 to Mar 25, 2016",['A-1 Pictures'],12,['Mystery'],"['Psychological', 'Time Travel']",Seinen
222,Evangelion: 2.0 You Can (Not) Advance,Movie,8.32,223,386,"Jul 27, 2009",['Khara'],1,"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Psychological']",None
223,Fate/stay night: Unlimited Blade Works 2nd Season,TV,8.32,224,185,"Apr 5, 2015 to Jun 28, 2015",['ufotable'],13,"['Action', 'Fantasy', 'Supernatural']",['None'],None
224,Kawaki wo Ameku,Music,8.32,225,3831,"Jan 29, 2019",['None'],1,['None'],['Music'],None
225,"Komi-san wa, Comyushou desu. 2nd Season",TV,8.32,226,881,"Apr 7, 2022 to ?",['OLM'],0,"['Comedy', 'Drama', 'Slice of Life']","['Romantic Subtext', 'School']",Shounen
226,Doukyuusei (Movie),Movie,8.31,227,850,"Feb 20, 2016",['A-1 Pictures'],1,"['Boys Love', 'Romance', 'Slice of Life']",['School'],None
227,Hotarubi no Mori e,Movie,8.31,228,206,"Sep 17, 2011","[""Brain's Base""]",1,"['Drama', 'Romance', 'Supernatural']",['Iyashikei'],Shoujo
228,Hunter x Hunter: Original Video Animation,OVA,8.31,229,1534,"Jan 17, 2002 to Apr 17, 2002",['Nippon Animation'],8,"['Action', 'Adventure', 'Fantasy']",['None'],Shounen
229,Initial D First Stage,TV,8.31,230,625,"Apr 19, 1998 to Dec 6, 1998","['Gallop', '            Studio Comet']",26,"['Action', 'Drama']",['Racing'],Seinen
230,Kuroko no Basket 3rd Season,TV,8.31,231,237,"Jan 11, 2015 to Jun 30, 2015",['Production I.G'],25,['Sports'],"['School', 'Team Sports']",Shounen
231,Major: World Series,OVA,8.31,232,3275,"Dec 16, 2011 to Jan 18, 2012",['SynergySP'],2,"['Comedy', 'Drama', 'Sports']",['Team Sports'],Shounen
232,Shelter (Music),Music,8.31,233,620,"Oct 18, 2016",['A-1 Pictures'],1,['Sci-Fi'],['Music'],None
233,Shinsekai yori,TV,8.31,234,217,"Sep 29, 2012 to Mar 23, 2013",['A-1 Pictures'],25,"['Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Supernatural']",['Psychological'],None
234,Tensei shitara Slime Datta Ken 2nd Season Part 2,TV,8.31,235,337,"Jul 6, 2021 to Sep 21, 2021",['8bit'],12,"['Action', 'Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Mythology', 'Reincarnation']",None
235,Rurouni Kenshin: Meiji Kenkaku Romantan,TV,8.30,236,402,"Jan 10, 1996 to Sep 8, 1998","['Gallop', '            Studio Deen']",94,"['Action', 'Adventure', 'Comedy', 'Romance']","['Historical', 'Samurai']",Shounen
236,Shirobako,TV,8.30,237,445,"Oct 9, 2014 to Mar 26, 2015",['P.A. Works'],24,"['Comedy', 'Drama']","['Adult Cast', 'Otaku Culture', 'Workplace']",None
237,Steins;Gate: Oukoubakko no Poriomania,Special,8.30,238,458,"Feb 22, 2012",['White Fox'],1,"['Comedy', 'Sci-Fi']",['Time Travel'],None
238,Beck,TV,8.30,239,632,"Oct 7, 2004 to Mar 31, 2005",['Madhouse'],26,"['Comedy', 'Drama', 'Slice of Life']",['Music'],Shounen
239,Detective Conan Movie 06: The Phantom of Baker Street,Movie,8.30,240,2189,"Apr 20, 2002",['TMS Entertainment'],1,"['Adventure', 'Mystery']",['Detective'],Shounen
240,Diamond no Ace: Second Season,TV,8.30,241,1469,"Apr 6, 2015 to Mar 28, 2016","['Production I.G', '            Madhouse']",51,['Sports'],"['School', 'Team Sports']",Shounen
241,Dr. Stone,TV,8.30,242,60,"Jul 5, 2019 to Dec 13, 2019",['TMS Entertainment'],24,"['Adventure', 'Comedy', 'Sci-Fi']","['Survival', 'Time Travel']",Shounen
242,Fate/Zero,TV,8.30,243,69,"Oct 2, 2011 to Dec 25, 2011",['ufotable'],13,"['Action', 'Fantasy', 'Supernatural']",['None'],None
243,Hibike! Euphonium 2,TV,8.30,244,972,"Oct 6, 2016 to Dec 29, 2016",['Kyoto Animation'],13,['Drama'],"['Music', 'Performing Arts', 'School']",None
244,Kino no Tabi: The Beautiful World,TV,8.30,245,718,"Apr 8, 2003 to Jul 8, 2003",['A.C.G.T.'],13,"['Action', 'Adventure', 'Slice of Life']","['Iyashikei', 'Psychological']",None
245,Ashita no Joe,TV,8.29,246,2071,"Apr 1, 1970 to Sep 29, 1971",['Mushi Production'],79,"['Action', 'Drama', 'Slice of Life', 'Sports']",['Combat Sports'],Shounen
246,Gintama: Shinyaku Benizakura-hen,Special,8.29,247,3037,"Dec 15, 2010",['Sunrise'],1,"['Action', 'Comedy', 'Sci-Fi']","['Historical', 'Parody', 'Samurai']",Shounen
247,Tsubasa: Tokyo Revelations,OVA,8.29,248,1863,"Nov 16, 2007 to Mar 17, 2008",['Production I.G'],3,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']",['None'],Shounen
248,Nodame Cantabile,TV,8.28,249,657,"Jan 12, 2007 to Jun 15, 2007",['J.C.Staff'],23,"['Comedy', 'Drama', 'Romance', 'Slice of Life']","['Adult Cast', 'Music']",Josei
249,Redline,Movie,8.28,250,582,"Aug 14, 2009",['Madhouse'],1,"['Action', 'Sci-Fi']","['Adult Cast', 'Racing']",None
250,Sasaki to Miyano,TV,8.28,251,1583,"Jan 10, 2022 to Mar 28, 2022",['Studio Deen'],12,"['Boys Love', 'Slice of Life']","['Otaku Culture', 'School']",None
251,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,8.28,252,57,"Oct 4, 2018 to Dec 27, 2018",['CloverWorks'],13,"['Comedy', 'Drama', 'Romance', 'Supernatural']",['School'],None
252,Stranger: Mukou Hadan,Movie,8.28,253,634,"Sep 29, 2007",['Bones'],1,"['Action', 'Adventure']","['Historical', 'Samurai']",None
253,Tokyo Godfathers,Movie,8.28,254,789,"Nov 8, 2003",['Madhouse'],1,"['Comedy', 'Drama']",['Childcare'],None
254,Bakemono no Ko,Movie,8.28,255,489,"Jul 11, 2015",['Studio Chizu'],1,"['Adventure', 'Supernatural']","['Anthropomorphic', 'Isekai']",None
255,Gin no Saji 2nd Season,TV,8.28,256,1377,"Jan 10, 2014 to Mar 28, 2014",['A-1 Pictures'],11,"['Comedy', 'Slice of Life']",['School'],Shounen
256,Gyakkyou Burai Kaiji: Ultimate Survivor,TV,8.28,257,610,"Oct 3, 2007 to Apr 2, 2008",['Madhouse'],26,['Suspense'],"['Adult Cast', 'High Stakes Game', 'Psychological', 'Strategy Game']",Seinen
257,Kono Subarashii Sekai ni Shukufuku wo! 2,TV,8.28,258,75,"Jan 12, 2017 to Mar 16, 2017",['Studio Deen'],10,"['Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Parody', 'Reincarnation']",None
258,Koukaku Kidoutai,Movie,8.28,259,323,"Nov 18, 1995",['Production I.G'],1,"['Action', 'Sci-Fi']","['Adult Cast', 'Detective', 'Mecha', 'Psychological']",Seinen
259,Great Pretender,TV,8.27,260,340,"Jul 9, 2020 to Dec 17, 2020",['Wit Studio'],23,"['Action', 'Adventure', 'Comedy', 'Mystery']",['Psychological'],None
260,Hajime no Ippo: Champion Road,Special,8.27,261,1541,"Apr 18, 2003",['Madhouse'],1,['Sports'],['Combat Sports'],Shounen
261,Planetes,TV,8.27,262,865,"Oct 4, 2003 to Apr 17, 2004",['Sunrise'],26,"['Drama', 'Romance', 'Sci-Fi']","['Adult Cast', 'Space', 'Workplace']",Seinen
262,Tenkuu no Shiro Laputa,Movie,8.27,263,432,"Aug 2, 1986",['Studio Ghibli'],1,"['Adventure', 'Fantasy', 'Romance', 'Sci-Fi']",['None'],None
263,Yuru Camp△,TV,8.27,264,439,"Jan 4, 2018 to Mar 22, 2018",['C-Station'],12,"['Comedy', 'Slice of Life']","['CGDCT', 'Iyashikei']",None
264,Non Non Biyori Movie: Vacation,Movie,8.26,265,2254,"Aug 25, 2018",['SILVER LINK.'],1,"['Comedy', 'Slice of Life']","['CGDCT', 'Iyashikei']",Seinen
265,Space☆Dandy 2nd Season,TV,8.26,266,1261,"Jul 6, 2014 to Sep 25, 2014",['Bones'],13,"['Comedy', 'Sci-Fi']","['Adult Cast', 'Space']",None
266,Summertime Render,TV,8.26,267,1663,"Apr 15, 2022 to ?",['OLM'],25,"['Mystery', 'Supernatural', 'Suspense']",['None'],Shounen
267,Tonari no Totoro,Movie,8.26,268,134,"Apr 16, 1988",['Studio Ghibli'],1,"['Adventure', 'Supernatural']",['None'],None
268,Wu Liuqi Zhi Zui Qiang Fa Xing Shi,ONA,8.26,269,2743,"Oct 23, 2019 to Jan 1, 2020",['None'],10,"['Action', 'Comedy', 'Drama', 'Mystery']","['Martial Arts', 'Super Power']",None
269,Hunter x Hunter: Greed Island Final,OVA,8.26,270,1407,"Mar 3, 2004 to Aug 18, 2004",['Nippon Animation'],14,"['Action', 'Adventure', 'Fantasy']",['None'],Shounen
270,Initial D Final Stage,TV,8.26,271,1554,"May 16, 2014 to Jun 22, 2014",['SynergySP'],4,['None'],['Racing'],Seinen
271,Danshi Koukousei no Nichijou,TV,8.25,272,204,"Jan 10, 2012 to Mar 27, 2012",['Sunrise'],12,"['Comedy', 'Slice of Life']","['Gag Humor', 'School']",None
272,Diamond no Ace: Act II,TV,8.25,273,2085,"Apr 2, 2019 to Mar 31, 2020",['Madhouse'],52,['Sports'],"['School', 'Team Sports']",Shounen
273,Gyakkyou Burai Kaiji: Hakairoku-hen,TV,8.25,274,1120,"Apr 6, 2011 to Sep 28, 2011",['Madhouse'],26,['Suspense'],"['Adult Cast', 'High Stakes Game', 'Psychological', 'Strategy Game']",Seinen
274,Kuroshitsuji Movie: Book of the Atlantic,Movie,8.25,275,1132,"Jan 21, 2017",['A-1 Pictures'],1,"['Action', 'Comedy', 'Mystery', 'Supernatural']","['Historical', 'Mythology']",Shounen
275,Re:Zero kara Hajimeru Isekai Seikatsu,TV,8.25,276,23,"Apr 4, 2016 to Sep 19, 2016",['White Fox'],25,"['Drama', 'Fantasy', 'Suspense']","['Isekai', 'Psychological', 'Time Travel']",None
276,Sennen Joyuu,Movie,8.25,277,1230,"Sep 14, 2002",['Madhouse'],1,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']","['Historical', 'Showbiz']",None
277,Major S3,TV,8.24,278,2301,"Jan 6, 2007 to Jun 30, 2007",['Studio Hibari'],26,"['Drama', 'Sports']",['Team Sports'],Shounen
278,Naruto: Shippuuden,TV,8.24,279,16,"Feb 15, 2007 to Mar 23, 2017",['Studio Pierrot'],500,"['Action', 'Adventure', 'Fantasy']",['Martial Arts'],Shounen
279,Nodame Cantabile: Finale,TV,8.24,280,1471,"Jan 15, 2010 to Mar 26, 2010",['J.C.Staff'],11,"['Comedy', 'Romance']","['Adult Cast', 'Music']",Josei
280,One Piece Movie 14: Stampede,Movie,8.24,281,1390,"Aug 9, 2019",['Toei Animation'],1,"['Action', 'Adventure', 'Fantasy']",['None'],Shounen
281,Ookami to Koushinryou,TV,8.24,282,197,"Jan 9, 2008 to Mar 26, 2008",['Imagin'],13,"['Adventure', 'Fantasy', 'Romance']","['Adult Cast', 'Historical']",None
