Game ID,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Single Player/ Multi Player,Download Size,Viewership (Thousands),Online/Offline,In game purchase,Price,Countries,In game voice/chat
8611MZ,Q-Ball: Billiards Master,PS2,2000,Sports,Take-Two Interactive,0.13,0.1,0,0.04,0.27,65,9,,,Ornith,E,Single Player,26423,47,Online,Yes,40,12,No
3350UF,Evil Dead: Hail to the King,PS,2000,Adventure,THQ,0.15,0.1,0,0.02,0.27,51,8,6,7,Heavy Iron Studios,M,Single Player,21702,11,Online,Yes,41,20,No
2559OF,Sydney 2000,PS,2000,Sports,Eidos Interactive,0.15,0.1,0,0.02,0.27,57,10,,,Attention To Detail,E,Multi Player,6222,6,Online,Yes,47,21,Yes
9751ZC,MotoGP,PS2,2000,Racing,Namco Bandai Games,0.06,0.05,0.14,0.02,0.27,77,16,6,5,Namco,E,Single Player,847,63,Offline,No,67,22,No
2765FK,NBA ShootOut 2001,PS,2000,Sports,Sony Computer Entertainment,0.15,0.1,0,0.02,0.27,71,10,,,989 Sports,E,Multi Player,22566,77,Online,Yes,47,10,Yes
9306FQ,Star Trek: Invasion,PS,2000,Simulation,Activision,0.15,0.1,0,0.02,0.26,76,12,,,Warthog,E,Multi Player,762,22,Offline,No,69,18,No
4259CR,Surfing H3O,PS2,2000,Sports,Take-Two Interactive,0.12,0.1,0,0.03,0.25,46,15,4.6,8,Opus,E,Multi Player,20369,61,Offline,No,66,25,No
2623KZ,Ultimate Fighting Championship,PS,2000,Fighting,Ubisoft,0.14,0.09,0,0.02,0.25,53,6,7.4,16,Opus,T,Single Player,2865,95,Online,No,65,27,No
6947QC,Army Men: Sarge's Heroes 2,PS,2000,Shooter,3DO,0.14,0.09,0,0.02,0.24,48,8,7.3,7,3DO,T,Single Player,26598,56,Offline,No,70,25,No
3344RO,NHL FaceOff 2001,PS,2000,Sports,Sony Computer Entertainment,0.13,0.09,0,0.02,0.23,78,11,,,SolWorks,E,Single Player,28530,8,Online,No,60,21,No
9201ZL,Capcom vs. SNK,DC,2000,Fighting,Virgin Interactive,0,0,0.22,0,0.22,80,17,9,24,Capcom,T,Single Player,16795,283,Offline,No,60,7,No
8147CB,Wild Wild Racing,PS2,2000,Racing,Interplay,0.1,0.08,0,0.03,0.21,64,13,,,Rage Software,E,Single Player,1393,32,Offline,Yes,42,17,No
3761OC,HBO Boxing,PS,2000,Fighting,Acclaim Entertainment,0.12,0.08,0,0.01,0.21,26,7,4,5,Osiris Studios,E,Single Player,20808,809,Offline,No,64,21,No
3435LK,ESPN Winter X Games: Snowboarding 2002,PS2,2000,Sports,Konami Digital Entertainment,0.1,0.08,0,0.03,0.21,64,14,7.9,8,Konami,T,Single Player,13717,52,Offline,Yes,49,25,No
6292BS,Mortal Kombat: Special Forces,PS,2000,Fighting,Midway Games,0.12,0.08,0,0.01,0.21,28,7,2.4,17,Midway,M,Single Player,8549,313,Offline,Yes,49,18,No
7297CC,Phantasy Star Online,DC,2000,Role-Playing,Sega,0,0,0.2,0,0.2,89,21,9.1,33,Sonic Team,T,Single Player,1556,31,Offline,No,62,4,No
5910KJ,Grandia II,DC,2000,Role-Playing,Ubisoft,0,0,0.2,0,0.2,90,17,8.8,57,Game Arts,T,Single Player,1903,63,Online,No,67,2,No
4587SB,NCAA Final Four 2001,PS2,2000,Sports,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19,49,10,,,989 Sports,E,Single Player,17676,80,Online,Yes,40,15,No
2625CW,Driving Emotion Type-S,PS2,2000,Racing,Electronic Arts,0.04,0.03,0.11,0.01,0.18,55,18,,,Escape,E,Single Player,329,69,Online,Yes,47,10,No
5529JW,Atari Anniversary Edition Redux,PS,2000,Misc,Infogrames,0.1,0.07,0,0.01,0.18,72,5,,,Digital Eclipse,E,Multi Player,185,30,Offline,No,68,30,No
9040BF,Ball Breakers,PS,2000,Action,Take-Two Interactive,0.1,0.07,0,0.01,0.18,68,10,5.3,4,Lost Toys,E,Single Player,935,486,Offline,No,69,17,No
3901WP,Speedball 2100,PS,2000,Sports,Empire Interactive,0.1,0.07,0,0.01,0.18,60,5,,,Bitmap Brothers,E,Single Player,13388,36,Online,Yes,44,10,No
2133WV,World Destruction League: Thunder Tanks,PS2,2000,Action,3DO,0.08,0.07,0,0.02,0.17,65,16,5.9,7,3DO,T,Multi Player,5315,353,Offline,No,69,29,No
3035FP,World Destruction League: Thunder Tanks,PS,2000,Action,3DO,0.09,0.06,0,0.01,0.17,35,4,1.2,6,3DO,T,Single Player,17015,564,Offline,No,66,10,No
6047PX,RC Revenge Pro,PS2,2000,Racing,Acclaim Entertainment,0.08,0.06,0,0.02,0.17,49,13,7.6,7,Acclaim,E,Multi Player,1000,24,Offline,No,64,30,No
4193PQ,F1 Championship Season 2000,PS2,2000,Racing,Electronic Arts,0.06,0.05,0.03,0.02,0.16,71,11,,,EA Sports,E,Multi Player,1948,72,Online,Yes,46,23,No
6119XO,NCAA Final Four 2001,PS,2000,Sports,Sony Computer Entertainment,0.09,0.06,0,0.01,0.16,55,7,,,989 Sports,E,Multi Player,16193,49,Online,Yes,41,13,No
3063QS,NCAA GameBreaker 2001,PS2,2000,Sports,Sony Computer Entertainment,0.07,0.06,0,0.02,0.15,57,9,,,989 Sports,E,Multi Player,3637,28,Online,Yes,40,24,Yes
8744OI,Disney's The Lion King: Simba's Mighty Adventure,PS,2000,Action,Activision,0.08,0.06,0,0.01,0.15,30,5,6.9,9,Paradox Development,E,Multi Player,721,124,Online,Yes,50,20,Yes
1659PU,Disney's Donald Duck: Goin' Quackers,PS,2000,Platform,Ubisoft,0.08,0.06,0,0.01,0.15,65,4,7,10,Ubisoft Shanghai,E,Single Player,321,43,Offline,No,66,26,No
3893SM,Destruction Derby Raw,PS,2000,Racing,Sony Computer Entertainment,0.08,0.05,0,0.01,0.14,69,9,7.3,14,Studio 33,E,Single Player,824,19,Online,Yes,46,23,No
6789IQ,Chicken Run,PS,2000,Adventure,Eidos Interactive,0.07,0.05,0,0.01,0.13,75,7,6.2,6,Blitz Games,E,Multi Player,26258,12,Online,No,67,29,No
3039MZ,Sega GT,DC,2000,Racing,Sega,0,0,0.13,0,0.13,84,25,7.7,11,TOSE,E,Single Player,816,27,Offline,No,64,4,No
5461QS,MTV Sports: Pure Ride,PS,2000,Sports,THQ,0.07,0.05,0,0.01,0.12,70,9,,,Radical Entertainment,,Multi Player,16074,68,Offline,Yes,44,24,No
5531RV,Ring of Red,PS2,2000,Strategy,Konami Digital Entertainment,0.06,0.04,0,0.01,0.11,82,15,8.7,11,Konami,T,Single Player,972,48,Online,Yes,46,14,No
3455SR,Aqua Aqua,PS2,2000,Puzzle,3DO,0.05,0.04,0,0.01,0.11,79,14,,,Zed Two Limited,E,Single Player,197,71,Online,Yes,48,13,No
4377VR,You Don't Know Jack: Mock 2,PS,2000,Misc,Vivendi Games,0.06,0.04,0,0.01,0.1,82,6,,,Jellyvision,E,Single Player,274,29,Offline,No,62,13,No
9269VA,Disney's Aladdin in Nasira's Revenge,PS,2000,Action,Sony Computer Entertainment,0.05,0.04,0,0.01,0.09,61,11,8.3,7,Argonaut Games,E,Multi Player,28214,218,Offline,Yes,46,22,No
4975RQ,ESPN NBA 2Night,PS2,2000,Sports,Konami Digital Entertainment,0.05,0.04,0,0.01,0.09,62,8,,,Konami,E,Single Player,18452,5,Offline,No,62,25,No
6221RL,Skies of Arcadia,DC,2000,Role-Playing,Sega,0,0,0.09,0,0.09,93,21,9.4,98,Overworks,T,Single Player,370,28,Offline,Yes,42,9,No
7108AL,Rollcage Stage II,PS,2000,Racing,Sony Computer Entertainment,0.05,0.03,0,0.01,0.09,85,7,8.9,16,Attention To Detail,E,Single Player,1720,51,Online,No,68,17,No
7471QP,Ephemeral Fantasia,PS2,2000,Role-Playing,Konami Digital Entertainment,0.04,0.03,0,0.01,0.08,48,16,6.3,39,KCEJ,T,Single Player,936,88,Online,Yes,41,11,No
2943LE,Disney's Donald Duck: Goin' Quackers,PS2,2000,Platform,Ubisoft,0.04,0.03,0,0.01,0.08,73,10,7.3,7,Disney Interactive,E,Multi Player,392,37,Offline,Yes,48,12,No
7060LQ,Strider 2,PS,2000,Platform,Virgin Interactive,0.05,0.03,0,0.01,0.08,69,15,8.1,11,Capcom,E,Single Player,262,10,Online,Yes,48,14,No
8591PB,Gradius III and IV,PS2,2000,Shooter,Konami Digital Entertainment,0.04,0.03,0,0.01,0.08,64,15,,,KCET,E,Multi Player,13402,32,Offline,No,66,15,No
6894EZ,Gadget Racers,PS2,2000,Racing,Midas Interactive Entertainment,0.04,0.03,0,0.01,0.08,67,10,7.4,7,Barnhouse Effect,E,Single Player,929,42,Offline,Yes,47,15,No
4622QX,Duke Nukem: Land of the Babes,PS,2000,Shooter,Atari,0.04,0.03,0,0,0.08,37,7,6.8,20,n-Space,M,Single Player,22241,3,Online,No,63,3,No
7158XU,Animorphs: Shattered Reality,PS,2000,Action,Infogrames,0.03,0.02,0,0,0.06,27,4,,,SingleTrac,E,Single Player,9322,499,Online,No,68,2,No
8138TC,Gold and Glory: The Road to El Dorado,PS,2000,Adventure,Ubisoft,0.03,0.02,0,0,0.06,34,4,,,Revolution Software,E,Single Player,21757,141,Offline,Yes,41,2,No
6852MT,The Typing of the Dead,DC,2000,Shooter,Sega,0,0,0.05,0,0.05,83,12,7.8,12,Smilebit,M,Single Player,13071,106,Offline,Yes,47,6,No
8891UZ,Power Spike Pro Beach Volleyball,PS,2000,Sports,Infogrames,0.03,0.02,0,0,0.05,48,10,,,Carapace,E,Multi Player,26456,12,Offline,Yes,47,6,No
7124CF,The Sims,PC,2000,Simulation,Electronic Arts,0.01,0.03,0,0.01,0.05,92,38,7.9,451,Maxis,T,Single Player,1411,18,Online,No,69,18,No
1808TF,Dance Dance Revolution Disney Mix,PS,2000,Simulation,Konami Digital Entertainment,0.02,0.02,0,0,0.04,74,7,8.3,13,Konami,E,Single Player,1066,54,Online,Yes,41,5,No
8294ZT,Sheep,PS,2000,Strategy,Empire Interactive,0.01,0.01,0,0,0.02,71,6,,,Minds-Eye Productions,E,Single Player,932,132,Online,No,68,4,No
7056FB,Hogs of War,PS,2000,Strategy,Infogrames,0.01,0.01,0,0,0.02,62,10,8.8,31,Infogrames Sheffield,T,Single Player,1019,47,Online,Yes,41,8,No
7162FP,Point Blank 3,PS,2000,Shooter,Namco Bandai Games,0.01,0.01,0,0,0.02,78,5,8.4,5,Tose Software,T,Single Player,17669,3,Online,Yes,48,9,No
4987TX,Deus Ex,PC,2000,Role-Playing,Eidos Interactive,0,0.01,0,0,0.01,90,28,9.3,1069,Ion Storm,M,Single Player,1395,66,Online,No,68,2,No
9527BW,Gran Turismo 3: A-Spec,PS2,2001,Racing,Sony Computer Entertainment,6.85,5.09,1.87,1.16,14.98,95,54,8.4,314,Polyphony Digital,E,Single Player,687,8,Online,Yes,42,69,No
9664PY,Grand Theft Auto III,PS2,2001,Action,Take-Two Interactive,6.99,4.51,0.3,1.3,13.1,97,56,8.5,664,DMA Design,M,Single Player,21369,1596,Online,No,69,76,No
1406XB,Final Fantasy X,PS2,2001,Role-Playing,Sony Computer Entertainment,2.91,2.07,2.73,0.33,8.05,92,53,8.7,1056,SquareSoft,T,Single Player,1559,57,Online,Yes,49,19,No
2478WI,Super Smash Bros. Melee,GC,2001,Fighting,Nintendo,4.41,1.04,1.39,0.22,7.07,92,38,9.1,568,HAL Labs,T,Single Player,806,1977,Online,Yes,42,27,No
3167YF,Halo: Combat Evolved,XB,2001,Shooter,Microsoft Game Studios,4.98,1.3,0.08,0.07,6.43,97,68,8.6,1283,Bungie Software,M,Single Player,26650,45,Online,Yes,50,26,No
8175BW,Metal Gear Solid 2: Sons of Liberty,PS2,2001,Action,Konami Digital Entertainment,2.45,2.01,0.87,0.72,6.05,96,42,8.7,1026,KCEJ,M,Single Player,25391,1347,Offline,Yes,42,68,No
3343IQ,Super Mario Advance,GBA,2001,Platform,Nintendo,3.14,1.24,0.91,0.2,5.49,84,19,7.8,41,Nintendo,E,Single Player,55,27,Offline,Yes,42,10,No
9242FJ,Mario Kart: Super Circuit,GBA,2001,Racing,Nintendo,2.62,1.64,0.99,0.23,5.47,93,24,8.3,108,Intelligent Systems,E,Single Player,1613,68,Online,Yes,50,26,No
1564WO,Crash Bandicoot: The Wrath of Cortex,PS2,2001,Platform,Universal Interactive,2.07,2.29,0.24,0.82,5.42,66,22,7.1,156,Traveller's Tales,E,Multi Player,396,34,Online,No,67,54,No
9132QO,Tony Hawk's Pro Skater 3,PS2,2001,Sports,Activision,2.66,1.29,0.01,0.46,4.41,97,34,7.5,298,Neversoft Entertainment,T,Single Player,25130,53,Offline,No,62,15,No
1315JO,Namco Museum,GBA,2001,Misc,Namco Bandai Games,3,1.11,0.05,0.07,4.24,79,10,7.3,6,Mass Media,E,Single Player,110,42,Online,No,61,29,No
2069OH,Harry Potter and the Sorcerer's Stone,PS,2001,Action,Electronic Arts,1.37,2,0.14,0.22,3.73,64,11,7.5,41,Argonaut Games,E,Single Player,13998,1974,Online,No,63,16,No
5702OV,Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,90,35,8.7,312,Naughty Dog,E,Multi Player,458,82,Offline,No,67,15,No
8637OP,The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,2.02,1.17,0,0.42,3.61,64,23,7.7,32,Fox Interactive,T,Single Player,1720,31,Online,No,70,18,No
9456HJ,Luigi's Mansion,GC,2001,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,78,34,8.5,161,Nintendo,E,Multi Player,28054,1604,Online,Yes,42,29,Yes
2858VU,James Bond 007: Agent Under Fire,PS2,2001,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,72,27,7.9,48,EA Redwood Shores,T,Single Player,3499,6,Online,Yes,41,27,No
5630PP,Max Payne,PS2,2001,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,80,21,8.5,86,Rockstar Toronto,M,Single Player,20541,126,Offline,No,65,19,No
5602JJ,Ace Combat 04: Shattered Skies,PS2,2001,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17,89,22,9.1,95,Namco,E,Single Player,1052,5,Offline,No,70,25,No
4605UH,Animal Crossing,GC,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15,87,42,8.9,137,Nintendo,E,Single Player,2014,2,Offline,No,66,26,No
9668PM,Madden NFL 2002,PS2,2001,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08,94,23,7.9,46,EA Sports,E,Single Player,22915,64,Offline,Yes,48,11,No
9911JI,Devil May Cry,PS2,2001,Action,Capcom,1.36,0.86,0.64,0.13,2.99,94,37,8.5,466,Capcom,M,Single Player,15041,432,Online,No,67,12,No
5228HU,Pac-Man Collection,GBA,2001,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94,79,13,7.8,4,Mass Media,E,Multi Player,376,64,Online,Yes,47,23,Yes
6126MF,Hot Shots Golf 3,PS2,2001,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89,85,30,8.9,16,Clap Hanz,E,Single Player,14841,126,Online,Yes,45,11,No
9203IL,NBA Street,PS2,2001,Sports,Electronic Arts,2.19,0.22,0,0.38,2.79,89,22,8.6,39,NuFX,E,Multi Player,16453,20,Offline,Yes,47,22,No
7409UY,Onimusha: Warlords,PS2,2001,Action,Virgin Interactive,0.99,0.48,1.09,0.14,2.7,86,23,8.2,56,Capcom,M,Multi Player,27894,439,Online,Yes,43,15,Yes
8807FC,Sonic Adventure 2 Battle,GC,2001,Platform,Sega,1.7,0.59,0.21,0.07,2.56,73,28,8.3,179,Sonic Team,E,Multi Player,387,55,Offline,No,63,22,No
6843LH,Crazy Taxi,PS2,2001,Racing,Acclaim Entertainment,1.13,1.12,0.06,0.22,2.52,80,15,7.9,46,Acclaim Studios Cheltenham,T,Single Player,570,75,Online,Yes,43,16,No
5146YK,ATV Offroad Fury,PS2,2001,Racing,Sony Computer Entertainment,2.07,0.26,0,0.08,2.41,82,16,8.4,53,Rainbow Studios,E,Single Player,888,3,Online,No,62,30,No
1646CU,Resident Evil - Code: Veronica X,PS2,2001,Action,Capcom,1.08,0.7,0.34,0.21,2.34,84,21,8.4,189,Capcom,M,Single Player,11961,259,Offline,Yes,44,10,No
1604HI,Wario Land 4,GBA,2001,Platform,Nintendo,0.9,0.73,0.54,0.09,2.26,88,17,8.9,42,Nintendo,E,Single Player,394,29,Online,Yes,45,27,No
5003KO,Sonic Advance,GBA,2001,Platform,Sega,1.19,0.71,0.22,0.13,2.24,87,22,8.1,48,Sonic Team,E,Single Player,269,38,Offline,No,67,10,No
1462UB,Spyro: Season of Ice,GBA,2001,Platform,Vivendi Games,1.29,0.83,0,0.11,2.23,74,16,8,13,Digital Eclipse,E,Single Player,468,36,Offline,No,61,25,No
4620IE,The Sims: House Party,PC,2001,Simulation,Electronic Arts,1.23,0.83,0,0.1,2.16,74,17,7.9,30,Maxis,T,Single Player,904,70,Offline,Yes,50,19,No
3710OO,Project Gotham Racing,XB,2001,Racing,Microsoft Game Studios,1.37,0.61,0.05,0.09,2.12,85,35,8.2,28,Bizarre Creations,E,Single Player,245,11,Online,No,68,30,No
4961BH,Red Faction,PS2,2001,Shooter,THQ,0.76,0.96,0,0.2,1.92,88,25,8,69,Volition Inc.,M,Single Player,14075,52,Offline,No,68,28,No
4119EQ,Star Wars Rogue Leader: Rogue Squadron II,GC,2001,Simulation,LucasArts,1.03,0.75,0.03,0.09,1.9,90,45,8.6,80,Factor 5,T,Multi Player,1395,10,Offline,Yes,43,16,No
7888OV,Dynasty Warriors 3,PS2,2001,Action,THQ,0.53,0.16,1.07,0.1,1.87,78,17,9.1,90,Omega Force,T,Multi Player,12469,208,Offline,No,64,26,No
6951HQ,NBA Live 2002,PS2,2001,Sports,Electronic Arts,0.91,0.71,0,0.24,1.86,70,16,7.4,8,Electronic Arts,E,Single Player,5762,23,Online,No,63,21,No
7950QV,Namco Museum,PS2,2001,Misc,Namco Bandai Games,1.73,0.07,0,0.02,1.82,72,9,6,5,Mass Media,E,Multi Player,272,4,Offline,Yes,49,30,No
9613VU,The Sims: Hot Date,PC,2001,Simulation,Electronic Arts,1.81,0,0,0,1.82,85,17,7.9,70,Maxis,T,Single Player,1553,58,Online,Yes,50,4,No
6012QY,Dead or Alive 3,XB,2001,Fighting,Microsoft Game Studios,1.19,0.29,0.24,0.06,1.77,87,35,8.6,44,Team Ninja,T,Multi Player,16121,404,Online,No,60,11,No
4008VS,Golden Sun,GBA,2001,Role-Playing,Nintendo,0.93,0.38,0.4,0.06,1.76,91,29,9.3,198,Camelot Software Planning,E,Multi Player,1445,149,Offline,No,65,21,No
7594UJ,Star Wars: Starfighter,PS2,2001,Simulation,Activision,0.61,0.87,0.02,0.26,1.76,84,25,8,21,LucasArts,T,Single Player,1351,78,Offline,No,66,24,No
5674YT,SSX Tricky,PS2,2001,Sports,Electronic Arts,0.85,0.66,0,0.22,1.73,92,33,8.9,71,EA Canada,E,Single Player,12709,119,Online,Yes,42,26,No
4926ST,Tetris Worlds,GBA,2001,Puzzle,THQ,1.25,0.39,0,0.06,1.71,65,10,,,3d6 Games,E,Single Player,325,56,Online,Yes,43,18,No
4036JM,Harry Potter and the Sorcerer's Stone,GBA,2001,Action,Electronic Arts,0.87,0.66,0.08,0.08,1.69,64,8,7.1,7,Griptonite Games,E,Multi Player,4820,235,Offline,No,64,15,No
9712TB,Tony Hawk's Pro Skater 3,PS,2001,Sports,Activision,1.09,0.49,0.02,0.07,1.67,87,10,8.3,36,Shaba Games,E,Single Player,25371,51,Online,No,65,10,No
5499TP,Spy Hunter,PS2,2001,Racing,Midway Games,1.13,0.32,0,0.22,1.67,84,28,7.8,13,Paradigm Entertainment,T,Single Player,1888,29,Online,No,60,27,No
2793MR,Pikmin,GC,2001,Strategy,Nintendo,0.78,0.25,0.56,0.04,1.63,89,39,8.7,121,Nintendo,E,Single Player,850,3,Online,Yes,43,29,No
6110BG,NCAA Football 2002,PS2,2001,Sports,Electronic Arts,0.77,0.6,0,0.2,1.57,90,18,8.7,24,EA Sports,E,Single Player,7024,27,Offline,No,66,21,No
1255PV,Spider-Man 2: Enter: Electro,PS,2001,Action,Activision,0.57,0.87,0.02,0.09,1.55,74,15,8.7,35,Vicarious Visions,E,Single Player,13458,127,Offline,No,68,18,No
4639RA,Super Monkey Ball,GC,2001,Puzzle,Atari,0.95,0.37,0.1,0.04,1.46,87,28,7.9,46,Amusement Vision,E,Single Player,184,71,Online,Yes,44,19,No
5043GG,Twisted Metal: Black,PS2,2001,Racing,Sony Computer Entertainment,1.19,0.17,0,0.05,1.41,91,15,8.4,98,Incognito Inc.,M,Single Player,738,73,Offline,Yes,45,17,No
3993VU,Madden NFL 2002,PS,2001,Sports,Electronic Arts,0.78,0.53,0,0.09,1.39,88,9,8,7,EA Sports,E,Single Player,14450,34,Online,No,63,25,No
5978AA,Dave Mirra Freestyle BMX 2,PS2,2001,Sports,Acclaim Entertainment,0.67,0.53,0,0.18,1.38,81,21,8.1,18,"Z-Axis, Ltd.",T,Single Player,8922,41,Online,Yes,44,27,No
2214GT,Silent Hill 2,PS2,2001,Action,Konami Digital Entertainment,0.62,0.49,0,0.16,1.28,89,34,8.9,557,KCET,M,Single Player,17665,1902,Offline,Yes,49,18,No
7461UU,Baldur's Gate: Dark Alliance,PS2,2001,Role-Playing,Virgin Interactive,0.61,0.48,0,0.16,1.24,87,29,8.3,90,Snowblind Studios,T,Multi Player,1118,39,Online,Yes,45,24,Yes
1898AC,Frogger: The Great Quest,PS2,2001,Platform,Konami Digital Entertainment,0.6,0.47,0,0.16,1.23,32,6,4.6,29,Konami,E,Single Player,483,76,Offline,Yes,45,20,No
8159TI,Max Payne,XB,2001,Shooter,Take-Two Interactive,0.98,0.19,0,0.05,1.22,89,24,8.3,61,neo Software,M,Single Player,26365,49,Offline,No,64,13,No
8257UC,Fuzion Frenzy,XB,2001,Misc,Microsoft Game Studios,0.93,0.24,0,0.04,1.21,70,28,6.9,16,Blitz Games,E,Multi Player,160,24,Online,No,62,22,Yes
8177CM,NHL 2002,PS2,2001,Sports,Electronic Arts,0.59,0.46,0,0.15,1.2,92,22,8.5,26,EA Sports,E,Single Player,11516,15,Online,Yes,49,13,No
2041IR,Tony Hawk's Pro Skater 2,GBA,2001,Sports,Activision,0.85,0.31,0,0.02,1.18,95,16,7.5,22,Vicarious Visions,E,Multi Player,7255,80,Online,No,65,18,No
6427CN,NASCAR Thunder 2002,PS2,2001,Racing,Electronic Arts,0.57,0.44,0,0.15,1.16,85,17,8.5,22,EA Sports,E,Single Player,923,63,Online,Yes,46,14,No
3953ME,Gauntlet: Dark Legacy,PS2,2001,Action,Midway Games,0.56,0.44,0,0.15,1.15,73,15,8.3,30,Midway,T,Multi Player,26596,411,Online,Yes,45,16,Yes
2041RL,Mobile Suit Gundam: Federation vs. Zeon,PS2,2001,Simulation,Atari,0.12,0.1,0.88,0.03,1.14,73,15,8.8,32,Capcom,T,Single Player,1759,70,Online,No,70,24,No
1434NW,Supercar Street Challenge,PS2,2001,Racing,Activision,0.55,0.43,0,0.14,1.12,57,15,7.6,9,Exakt,E,Single Player,1730,58,Offline,Yes,48,30,No
7976EX,NBA Live 2001,PS2,2001,Sports,Electronic Arts,0.52,0.4,0.04,0.13,1.1,74,18,,,EA Sports,E,Single Player,10539,57,Online,Yes,46,17,No
5542LZ,Diablo II: Lord of Destruction,PC,2001,Role-Playing,Vivendi Games,1.03,0.02,0,0,1.06,87,21,9.1,639,Blizzard North,M,Single Player,1222,29,Offline,No,66,5,No
2910WS,The Simpsons: Road Rage,XB,2001,Racing,Electronic Arts,0.78,0.26,0,0.01,1.05,61,17,8.3,6,Fox Interactive,T,Single Player,2032,108,Offline,Yes,45,11,No
6731XW,F-Zero: Maximum Velocity,GBA,2001,Racing,Nintendo,0.39,0.16,0.37,0.12,1.04,86,19,8.5,22,Nd Cube,E,Single Player,1723,47,Online,No,67,18,No
8444ZF,Top Gun: Combat Zones,PS2,2001,Simulation,Titus,0.45,0.35,0,0.12,0.92,63,17,3.3,9,Titus Software,E,Multi Player,1516,77,Offline,No,65,30,No
5153SJ,Castlevania: Circle of the Moon,GBA,2001,Platform,Konami Digital Entertainment,0.6,0.22,0.05,0.02,0.89,91,22,8.5,59,KCEK,T,Single Player,395,18,Offline,Yes,40,18,No
1724WI,NFL 2K2,PS2,2001,Sports,Sega,0.44,0.34,0,0.11,0.89,85,16,7.5,6,Visual Concepts,E,Single Player,17741,54,Offline,No,67,28,No
4661JV,Ford Racing,PS,2001,Racing,Empire Interactive,0.48,0.33,0,0.06,0.86,53,4,5.8,4,Toolbox Design,E,Single Player,260,54,Offline,Yes,42,12,No
4764IK,Tony Hawk's Pro Skater 3,GC,2001,Sports,Activision,0.64,0.17,0,0.02,0.82,91,27,9,27,Neversoft Entertainment,T,Single Player,4594,37,Online,Yes,45,20,No
4219ZW,Amped: Freestyle Snowboarding,XB,2001,Sports,Microsoft Game Studios,0.69,0.11,0,0.02,0.82,78,30,9,20,Indie Built,E,Single Player,13600,63,Online,No,62,29,No
2345VJ,Motocross Mania,PS,2001,Racing,Take-Two Interactive,0.44,0.3,0,0.05,0.79,34,6,5.3,6,Deibus Studios,E,Single Player,255,22,Offline,Yes,48,22,No
3448KW,Maximo: Ghosts to Glory,PS2,2001,Platform,Capcom,0.38,0.29,0,0.1,0.77,84,33,8.7,16,Capcom,T,Multi Player,169,56,Offline,Yes,47,19,No
2396WN,Zone of the Enders,PS2,2001,Shooter,Konami Digital Entertainment,0.3,0.24,0.13,0.08,0.75,78,21,7.4,49,KCEJ,M,Multi Player,1485,66,Offline,Yes,44,30,No
4834JM,Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,2001,Fighting,Capcom,0.22,0.17,0.3,0.06,0.75,81,22,7.9,27,Capcom,T,Multi Player,22940,496,Offline,No,61,23,No
9784WZ,Burnout,PS2,2001,Racing,Acclaim Entertainment,0.36,0.28,0,0.1,0.74,79,25,7.7,33,Criterion Games,E,Single Player,1602,8,Online,No,61,24,No
5955NP,Tiger Woods PGA Tour 2001,PS2,2001,Sports,Electronic Arts,0.36,0.28,0,0.09,0.74,74,19,,,Stormfront Studios,E,Multi Player,3162,8,Online,No,61,19,No
7917MB,Oddworld: Munch's Oddysee,XB,2001,Platform,Atari,0.54,0.16,0,0.03,0.73,80,30,8.7,32,Oddworld Inhabitants,T,Single Player,110,8,Offline,No,69,28,No
9320ZU,Shaun Palmer's Pro Snowboarder,PS2,2001,Sports,Codemasters,0.36,0.28,0,0.09,0.73,64,17,8.7,13,Dearsoft,E,Single Player,9756,24,Offline,No,69,23,No
8494PV,X-Men: Mutant Academy 2,PS,2001,Fighting,Activision,0.4,0.27,0,0.05,0.72,72,12,8.4,18,Paradox Development,T,Multi Player,24389,104,Offline,No,62,25,No
2796BG,Star Wars: Obi-Wan,XB,2001,Action,Activision,0.52,0.16,0,0.02,0.7,58,28,5.9,14,LucasArts,T,Multi Player,20638,94,Online,Yes,47,11,No
7298UP,F-14 Tomcat,GBA,2001,Action,Majesco Entertainment,0.5,0.19,0,0.01,0.7,67,8,,,Virtucraft,E,Single Player,8136,142,Offline,Yes,43,21,No
9621VU,SplashDown,PS2,2001,Racing,Atari,0.34,0.27,0,0.09,0.7,84,22,8.2,11,Rainbow Studios,E,Single Player,1126,70,Online,No,60,16,No
