Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Gender,Country,Timestamp,Clicked on Ad
63.04,27,69784.85,159.05,Triple-buffered multi-state complexity,Davidstad,Female,Netherlands Antilles,10-07-2016 16:25,1
40.18,29,50760.23,151.96,Enhanced intangible portal,Lake Tracy,Female,Hong Kong,25-06-2016 04:21,1
45.17,48,34418.09,132.07,Down-sized background groupware,Taylormouth,Male,Palau,27-01-2016 14:41,1
50.48,50,20592.99,162.43,Switchable real-time product,Dianaville,Female,Malawi,16-05-2016 18:51,1
80.87,28,63528.8,203.3,Ameliorated local workforce,Collinsburgh,Female,Uruguay,27-02-2016 20:20,0
41.88,40,44217.68,126.11,Streamlined exuding adapter,Port Rachel,Male,Cyprus,28-02-2016 23:54,1
39.87,48,47929.83,139.34,Business-focused user-facing benchmark,South Rebecca,Male,Mexico,13-06-2016 06:11,1
61.84,45,46024.29,105.63,Reactive bi-directional standardization,Port Joshuafort,Male,Niger,05-05-2016 11:07,1
54.97,31,51900.03,116.38,Virtual bifurcated portal,Robinsontown,Male,France,07-07-2016 12:17,1
71.4,30,,166.31,Integrated 3rdgeneration monitoring,Beckton,Female,Japan,24-05-2016 17:07,0
70.29,31,56974.51,254.65,Balanced responsive open system,New Frankshire,Male,Norfolk Island,30-03-2016 14:36,0
67.26,57,25682.65,168.41,Focused incremental Graphic Interface,North Derekville,Male,Bulgaria,27-05-2016 05:54,1
76.58,46,41884.64,258.26,Secured 24hour policy,West Sydney,Female,Uzbekistan,03-01-2016 16:30,0
54.37,38,72196.29,140.77,Up-sized asymmetric firmware,Lake Matthew,Female,Mexico,25-06-2016 18:17,1
82.79,32,54429.17,234.81,Distributed fault-tolerant service-desk,Lake Zacharyfurt,Male,Brunei Darussalam,24-02-2016 10:36,0
66.47,31,58037.66,256.39,Vision-oriented human-resource synergy,Lindsaymouth,Male,France,03-03-2016 03:13,0
72.88,,64011.26,125.12,Customer-focused explicit challenge,Sarahland,Female,Yemen,21-04-2016 19:56,1
76.44,28,59967.19,232.68,Synchronized human-resource moderator,Port Julie,Male,Northern Mariana Islands,06-04-2016 17:26,0
63.37,43,43155.19,105.04,Open-architected full-range projection,Michaelshire,Male,Poland,23-03-2016 12:53,1
89.71,48,51501.38,204.4,Versatile local forecast,Sarafurt,Male,Bahrain,17-02-2016 07:00,0
70.96,31,55187.85,256.4,Ameliorated user-facing help-desk,South Denise,Female,Saint Pierre and Miquelon,26-06-2016 07:01,0
35.79,44,33813.08,165.62,Enterprise-wide tangible model,North Katie,Male,Tonga,20-04-2016 13:36,1
38.96,38,,140.67,Versatile mission-critical application,Mauricefurt,Male,Comoros,21-07-2016 16:02,1
69.17,40,66193.81,123.62,Extended leadingedge solution,New Patrick,Female,Montenegro,06-03-2016 11:36,1
64.2,27,66200.96,227.63,Phased zero tolerance extranet,Edwardsmouth,Male,Isle of Man,11-02-2016 23:45,0
43.7,28,63126.96,173.01,Front-line bifurcated ability,Nicholasland,Female,Mayotte,04-04-2016 03:57,1
72.97,30,71384.57,208.58,Fundamental modular algorithm,Duffystad,Male,Lebanon,11-02-2016 21:49,1
51.3,45,67782.17,134.42,Grass-roots cohesive monitoring,New Darlene,Male,Bosnia and Herzegovina,22-04-2016 02:07,1
51.63,51,42415.72,120.37,Expanded intangible solution,South Jessica,Male,Mongolia,01-02-2016 17:24,1
55.55,19,41920.79,187.95,Proactive bandwidth-monitored policy,West Steven,Female,Guatemala,24-03-2016 02:35,0
45.01,26,29875.8,178.35,Virtual 5thgeneration emulation,Ronniemouth,Female,Brazil,03-06-2016 21:43,1
