,Daily_Time_Spent_on_Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Gender,Country,Timestamp,Clicked on Ad
910,84.76,30.0,61039.13,178.69,Monitored 24/7 moratorium,South Pamela,Female,Venezuela,14-05-2016 23:08,0
911,80.64,26.0,46974.15,221.59,Vision-oriented real-time framework,North Laurenview,Female,Luxembourg,24-05-2016 10:04,0
912,75.94,27.0,53042.51,236.96,Future-proofed stable function,Campbellstad,Male,Italy,16-02-2016 12:05,0
913,37.01,50.0,48826.14,216.01,Secured encompassing Graphical User Interface,Port Derekberg,Female,San Marino,20-03-2016 02:44,1
914,87.18,31.0,58287.86,193.6,Right-sized logistical middleware,West Andrew,Female,Madagascar,31-01-2016 05:12,0
915,56.91,50.0,21773.22,180.04192039800995,Team-oriented executive core,West Randy,Female,Norfolk Island,01-04-2016 05:17,1
916,75.24,24.0,52252.91,226.49,Vision-oriented next generation solution,South Christopher,Female,Vanuatu,25-02-2016 16:33,0
917,42.84,52.0,27073.27,182.2,Enhanced optimizing website,Lake Michellebury,Male,Tunisia,21-03-2016 11:02,1
918,67.56,47.0,50628.31,109.98,Reduced background data-warehouse,Zacharyton,Female,Paraguay,12-02-2016 05:20,1
919,34.96,42.0,36913.51,160.49,Right-sized mobile initiative,West James,Male,Macedonia,01-06-2016 16:10,1
920,87.46,37.0,61009.1,211.56,Synergized grid-enabled framework,Millerview,Male,Heard Island and McDonald Islands,16-06-2016 03:17,0
921,41.86,39.0,53041.77,128.62,Open-source stable paradigm,Hawkinsbury,Male,Ethiopia,26-03-2016 15:28,1
922,34.04,34.0,40182.84,174.88,Reverse-engineered context-sensitive emulation,Elizabethport,Male,El Salvador,16-02-2016 07:37,1
923,54.96,42.0,59419.78,113.75,Public-key disintermediate emulation,West Amanda,Male,Niger,28-02-2016 09:31,1
924,87.14,31.0,58235.21,199.4,Up-sized bifurcated capability,Wadestad,Male,Timor-Leste,18-05-2016 01:00,0
925,78.79,32.0,68324.48,215.29,Stand-alone background open system,Mauriceshire,Male,Uruguay,21-02-2016 13:11,0
926,65.56,25.0,54958.57,181.25,Stand-alone explicit orchestration,West Arielstad,Male,Somalia,05-01-2016 12:59,0
927,81.05,34.0,54045.39,245.5,Configurable asynchronous application,Adamsstad,Female,Malaysia,18-05-2016 00:07,0
928,55.71,37.0,57806.03,112.52,Upgradable 4thgeneration portal,Lake James,Male,Korea,06-03-2016 23:26,1
929,45.48,49.0,53336.76,129.16,Networked client-server solution,Blairborough,Male,Lao People's Democratic Republic,19-05-2016 04:23,1
930,47.0,56.0,50491.45,149.53,Public-key bi-directional Graphical User Interface,New Marcusbury,Female,Bahamas,29-04-2016 20:40,1
931,45.01,26.0,29875.8,180.04192039800995,Virtual 5thgeneration emulation,Ronniemouth,Female,Brazil,03-06-2016 21:43,1
932,59.64,51.0,71455.62,153.12,Re-contextualized human-resource success,Evansville,Male,Guyana,03-05-2016 01:09,1
933,35.98,45.0,43241.88,150.79,Front-line fresh-thinking installation,Huffmanchester,Female,Ethiopia,27-06-2016 21:51,1
934,72.55,22.0,58953.01,202.34,Balanced empowering success,New Cynthia,Female,Bosnia and Herzegovina,08-02-2016 07:33,0
935,91.15,38.0,36834.04,184.98,Robust uniform framework,Joshuamouth,Female,Cyprus,22-02-2016 07:04,0
936,80.53,29.0,66345.1,187.64,Sharable upward-trending support,West Benjamin,Female,Singapore,21-03-2016 08:13,0
937,82.49,45.0,38645.4,130.84,Assimilated multi-state paradigm,Williamsfort,Female,Dominican Republic,31-05-2016 00:58,1
938,80.94,36.0,60803.0,239.94,Self-enabling local strategy,North Tiffany,Female,Bermuda,01-01-2016 05:31,0
939,61.76,34.0,33553.9,114.69,Open-source local approach,Edwardsport,Female,Jamaica,27-05-2016 08:53,1
940,63.3,38.0,63071.34,116.19,Polarized intangible encoding,Lake Evantown,Female,Saint Barthelemy,09-05-2016 07:13,1
941,36.73,34.0,46737.34,149.79,Multi-lateral attitude-oriented adapter,South Henry,Male,Albania,27-06-2016 01:56,1
942,78.41,33.0,55368.67,248.23,Multi-lateral 24/7 Internet solution,Harmonhaven,Male,Mozambique,03-06-2016 04:51,0
943,83.98,36.0,68305.91,194.62,Profit-focused secondary portal,West Gregburgh,Female,Zimbabwe,24-02-2016 00:44,0
944,63.18,45.0,39211.49,107.92,Reactive upward-trending migration,Hansenland,Female,Georgia,05-03-2016 12:03,1
945,50.6,48.0,65956.71,135.67,Customer-focused fault-tolerant implementation,Port Michaelmouth,Female,Brazil,15-01-2016 22:49,1
946,32.6,38.0,40159.2,190.05,Customizable homogeneous contingency,Tylerport,Female,Syrian Arab Republic,12-02-2016 03:39,1
947,60.83,19.0,40478.83,185.46,Versatile next generation pricing structure,West Lacey,Male,Palestinian Territory,19-02-2016 20:49,0
948,44.72,46.0,40468.53,180.04192039800995,Cross-group systemic customer loyalty,North Jenniferburgh,Male,Grenada,12-03-2016 02:48,1
949,78.76,51.0,66980.27,162.05,Face-to-face modular budgetary management,South Davidhaven,Female,Ghana,23-07-2016 04:04,1
950,79.51,39.0,54958.57,125.11,Proactive non-volatile encryption,North Charlesbury,Male,Brunei Darussalam,06-03-2016 09:33,1
951,39.3,32.0,48335.2,145.73,Decentralized bottom-line help-desk,Jonathanland,Female,Lithuania,24-02-2016 04:11,1
952,64.79,30.0,42251.59,116.07,Visionary mission-critical application,North Virginia,Female,Maldives,17-02-2016 20:22,1
953,89.8,36.0,57330.43,198.24,User-centric attitude-oriented adapter,West Tanner,Female,Lesotho,02-02-2016 04:57,0
954,72.82,34.0,75769.82,191.82,User-centric discrete success,Jonesmouth,Male,Czech Republic,27-01-2016 16:06,0
955,38.65,31.0,51812.71,154.77,Total even-keeled architecture,Port Jason,Male,Iceland,24-05-2016 09:50,1
956,59.01,30.0,75265.96,178.75,Focused multimedia implementation,West Annefort,Male,Philippines,08-02-2016 22:45,1
957,78.96,50.0,69868.48,193.15,Stand-alone well-modulated product,East Jason,Female,Cayman Islands,12-02-2016 01:55,1
958,63.99,43.0,72802.42,138.46,Ameliorated bandwidth-monitored contingency,North Cassie,Female,Haiti,11-01-2016 08:18,1
959,41.35,35.0,39193.45,162.46,Streamlined homogeneous analyzer,Hintonport,Male,Colombia,03-03-2016 03:51,1
960,62.79,36.0,18368.57,231.87,Total coherent archive,New James,Male,Luxembourg,30-05-2016 20:08,1
961,45.53,29.0,56129.89,141.58,Front-line neutral alliance,North Destiny,Female,United Arab Emirates,22-04-2016 22:01,1
962,51.65,31.0,58996.56,249.99,Virtual context-sensitive support,Mclaughlinbury,Female,Ireland,25-05-2016 10:39,0
963,68.37,44.0,51257.26,107.19,Realigned intermediate application,Josephberg,Female,Armenia,03-06-2016 21:43,1
964,54.55,44.0,41547.62,109.04,Re-engineered optimal policy,West Gabriellamouth,Female,Canada,04-02-2016 03:10,1
965,35.66,36.0,59240.24,172.57,Implemented uniform synergy,Alvarezland,Female,Svalbard & Jan Mayen Islands,21-02-2016 20:09,1
966,69.95,28.0,56725.47,247.01,Horizontal even-keeled challenge,New Julie,Female,Malta,28-04-2016 01:24,0
967,79.83,29.0,54958.57,234.23,Innovative regional groupware,North Frankstad,Male,Sudan,18-05-2016 19:33,0
968,85.35,37.0,64235.51,161.42,Exclusive multi-state Internet solution,Claytonside,Male,Ecuador,17-02-2016 11:15,0
969,56.78,28.0,39939.39,124.32,Mandatory empowering focus group,Melanieton,Female,Senegal,19-06-2016 23:04,1
970,78.67,26.0,63319.99,195.56,Proactive 5thgeneration frame,Lake Michaelport,Female,Cambodia,20-02-2016 09:54,0
971,70.09,35.0,54725.87,211.17,Automated full-range Internet solution,East Benjaminville,Female,Belarus,22-01-2016 12:58,0
972,60.75,42.0,69775.75,247.05,Fully-configurable systemic productivity,Garrettborough,Male,Guyana,19-02-2016 13:26,0
973,65.07,24.0,57545.56,233.85,Multi-lateral multi-state encryption,Port Raymondfort,Female,Mali,03-01-2016 07:13,0
974,35.25,50.0,47051.02,194.44,Intuitive global website,Waltertown,Female,Iran,03-01-2016 04:39,1
975,37.58,52.0,51600.47,176.7,Exclusive disintermediate Internet solution,Cameronberg,Male,Bulgaria,13-04-2016 13:04,1
976,68.01,25.0,68357.96,188.32,Ameliorated actuating workforce,Kaylashire,Male,Afghanistan,01-01-2016 03:35,0
977,45.08,38.0,35349.26,125.27,Synergized clear-thinking protocol,Fosterside,Female,Liberia,27-03-2016 08:32,1
978,63.04,27.0,69784.85,159.05,Triple-buffered multi-state complexity,Davidstad,Female,Netherlands Antilles,10-07-2016 16:25,1
979,40.18,29.0,50760.23,151.96,Enhanced intangible portal,Lake Tracy,Female,Hong Kong,25-06-2016 04:21,1
980,45.17,48.0,34418.09,132.07,Down-sized background groupware,Taylormouth,Male,Palau,27-01-2016 14:41,1
981,50.48,50.0,20592.99,162.43,Switchable real-time product,Dianaville,Female,Malawi,16-05-2016 18:51,1
982,80.87,28.0,63528.8,203.3,Ameliorated local workforce,Collinsburgh,Female,Uruguay,27-02-2016 20:20,0
983,41.88,40.0,44217.68,126.11,Streamlined exuding adapter,Port Rachel,Male,Cyprus,28-02-2016 23:54,1
984,39.87,48.0,47929.83,139.34,Business-focused user-facing benchmark,South Rebecca,Male,Mexico,13-06-2016 06:11,1
985,61.84,45.0,46024.29,105.63,Reactive bi-directional standardization,Port Joshuafort,Male,Niger,05-05-2016 11:07,1
986,54.97,31.0,51900.03,116.38,Virtual bifurcated portal,Robinsontown,Male,France,07-07-2016 12:17,1
987,71.4,30.0,54958.57,166.31,Integrated 3rdgeneration monitoring,Beckton,Female,Japan,24-05-2016 17:07,0
988,70.29,31.0,56974.51,254.65,Balanced responsive open system,New Frankshire,Male,Norfolk Island,30-03-2016 14:36,0
989,67.26,57.0,25682.65,168.41,Focused incremental Graphic Interface,North Derekville,Male,Bulgaria,27-05-2016 05:54,1
990,76.58,46.0,41884.64,258.26,Secured 24hour policy,West Sydney,Female,Uzbekistan,03-01-2016 16:30,0
991,54.37,38.0,72196.29,140.77,Up-sized asymmetric firmware,Lake Matthew,Female,Mexico,25-06-2016 18:17,1
992,82.79,32.0,54429.17,234.81,Distributed fault-tolerant service-desk,Lake Zacharyfurt,Male,Brunei Darussalam,24-02-2016 10:36,0
993,66.47,31.0,58037.66,256.39,Vision-oriented human-resource synergy,Lindsaymouth,Male,France,03-03-2016 03:13,0
994,72.88,35.0,64011.26,125.12,Customer-focused explicit challenge,Sarahland,Female,Yemen,21-04-2016 19:56,1
995,76.44,28.0,59967.19,232.68,Synchronized human-resource moderator,Port Julie,Male,Northern Mariana Islands,06-04-2016 17:26,0
996,63.37,43.0,43155.19,105.04,Open-architected full-range projection,Michaelshire,Male,Poland,23-03-2016 12:53,1
997,89.71,48.0,51501.38,204.4,Versatile local forecast,Sarafurt,Male,Bahrain,17-02-2016 07:00,0
998,70.96,31.0,55187.85,256.4,Ameliorated user-facing help-desk,South Denise,Female,Saint Pierre and Miquelon,26-06-2016 07:01,0
999,35.79,44.0,33813.08,165.62,Enterprise-wide tangible model,North Katie,Male,Tonga,20-04-2016 13:36,1
1000,38.96,38.0,54958.57,140.67,Versatile mission-critical application,Mauricefurt,Male,Comoros,21-07-2016 16:02,1
1001,69.17,40.0,66193.81,123.62,Extended leadingedge solution,New Patrick,Female,Montenegro,06-03-2016 11:36,1
1002,64.2,27.0,66200.96,227.63,Phased zero tolerance extranet,Edwardsmouth,Male,Isle of Man,11-02-2016 23:45,0
1003,43.7,28.0,63126.96,173.01,Front-line bifurcated ability,Nicholasland,Female,Mayotte,04-04-2016 03:57,1
1004,72.97,30.0,71384.57,208.58,Fundamental modular algorithm,Duffystad,Male,Lebanon,11-02-2016 21:49,1
1005,51.3,45.0,67782.17,134.42,Grass-roots cohesive monitoring,New Darlene,Male,Bosnia and Herzegovina,22-04-2016 02:07,1
1006,51.63,51.0,42415.72,120.37,Expanded intangible solution,South Jessica,Male,Mongolia,01-02-2016 17:24,1
1007,55.55,19.0,41920.79,187.95,Proactive bandwidth-monitored policy,West Steven,Female,Guatemala,24-03-2016 02:35,0
1008,45.01,26.0,29875.8,178.35,Virtual 5thgeneration emulation,Ronniemouth,Female,Brazil,03-06-2016 21:43,1
